post,date,artist,song_name,korean_name,director,video,type,release
,2019-09-27,j-hope,Chicken Noodle Soup feat. Becky G,,,Youtube,Boy Solo,Major
,2019-09-26,Sonamoo,We Are LEGENDARY,,,Youtube,Girl,CF
,2019-09-26,PONY,Divine,,,Youtube,Girl Solo,CF
,2019-09-26,Apeace,Feel So Good,,,Youtube,Boy,Japanese
,2019-09-24,TVXQ!,Guilty,,,Youtube,Boy,Japanese
,2019-09-23,Jessi,Who Dat B,,August Frogs,Youtube,Girl Solo,Major
Post,2019-09-23,Twice,Feel Special,,,Youtube,Girl,Major
,2019-09-21,KARD,Dumb Litty,,ZANYBROS,Youtube,Co-ed,Major
,2019-09-20,Amber Liu,Hands Behind My Back,,,Youtube,Girl Solo,Major
,2019-09-19,Saturday,Bbyong,뿅,,Youtube,Girl,Major
,2019-09-19,LABOUM,Firework,불꽃놀이,,Youtube,Girl,Major
,2019-09-18,Punch,Sometimes,가끔 이러다,,Youtube,Girl Solo,Minor
,2019-09-18,Teen Teen,It's On You,책임져요,,Youtube,Boy,Major
,2019-09-18,Dreamcatcher,Deja Vu,데자부,,Youtube,Girl,Major
,2019-09-17,3YE,OOMM,,,Youtube,Girl,Major
,2019-09-16,Super Junior,Somebody New,,,Youtube,Boy,Special
,2019-09-16,GWSN,Total Eclipse (Black Out),,,Youtube,Girl,Minor
,2019-09-16,Seventeen,Fear,독,,Youtube,Boy,Major
,2019-09-16,ANS,Boom Boom,붐붐,,Youtube,Girl,Major
,2019-09-12,IZ*One,Vampire,,,Youtube,Girl,Japanese
,2019-09-11,Bolbbalgan4,25,,,Youtube,Girl,Minor
,2019-09-11,PIERCE,Villain,빌런,,Youtube,Girl,Major
,2019-09-10,"Chungha, Mommy Son",Fast,달려,,Youtube,Co-ed,CF
,2019-09-10,Bolbbalgan4,Workaholic,워커홀릭,,Youtube,Girl,Major
,2019-09-09,GIRLKIND XJR,All You Want,,,Youtube,Girl,Minor
,2019-09-09,Super Junior,Show,,,Youtube,Boy,Special
,2019-09-09,MONSTA X,Pepsi For The Love Of It,,,Youtube,Boy,CF
,2019-09-09,Dreamcatcher,Breaking Out,,,Youtube,Girl,Japanese
,2019-09-09,WeGirls,Ride,,,Youtube,Girl,Major
,2019-09-09,FTISLAND,Quit,관둬,,Youtube,Boy,Minor
Post,2019-09-06,CLC,Devil,데빌,,Youtube,Girl,Major
,2019-09-05,"Choa, Way",My Universe,나의 우주,,Youtube,Girl,Major
,2019-09-04,Wheein,Good Bye,헤어지자,,Youtube,Girl Solo,Major
,2019-09-03,VANNER,Get Crazy,미쳐버려,,Youtube,Boy,Major
,2019-09-02,AlphaBAT,Fly,,,Youtube,Boy,Major
,2019-09-02,Momoland,Pinky Love,,,Youtube,Girl,Japanese
,2019-09-02,M.O.N.T,Bae,,,Youtube,Boy,Minor
,2019-09-02,W Project,1 minute 1 second,분1초(돌아와줘),,Youtube,Boy,Special
,2019-08-29,Lalary,Lalary,랄라리,,Youtube,Girl,Major
,2019-08-29,Ravi,Still Nirvana,,,Youtube,Boy Solo,Major
,2019-08-28,Benji (B.I.G),Telephone,,,Youtube,Boy Solo,Major
,2019-08-28,Onewe,Regulus,야행성,,Youtube,Boy,Major
,2019-08-28,Crush,Nappa,나빠,,Youtube,Boy Solo,Major
,2019-08-27,Signal,Down For You,너 다운,,Youtube,Boy,Major
,2019-08-27,Fanxy Red,T.O.P,,,Youtube,Girl,Major
,2019-08-27,GIRLKIND XJR,Money Talk,머니토크,,Youtube,Girl,Major
,2019-08-27,Sunmi,Lalalay,날라리,,Youtube,Girl Solo,Major
,2019-08-27,X1,Flash,,Rigend Film,Youtube,Boy,Major
,2019-08-27,Peniel (BtoB),Flip feat. Beenzino,,,Youtube,Boy Solo,Minor
,2019-08-26,N.Cus,Super Luv,,,Youtube,Boy,Major
,2019-08-25,Jimin Park,Stay Beautiful,,,Youtube,Girl Solo,Major
,2019-08-25,M.O.N.T,Rock Paper Scissors,가위바위보,,Youtube,Boy,Major
,2019-08-23,VAV,Give me more (Un Poco Mas),,Purple Straw Film,Youtube,Boy,Special
,2019-08-22,G-reyish,KKILI KKILI,끼리끼리,,Youtube,Girl,Major
,2019-08-22,UP10TION,Your Gravity,,,Youtube,Boy,Major
,2019-08-22,Grizly X Chungha,Run,,,Youtube,Co-ed,Special
,2019-08-21,Oh Hayoung,Don't Make Me Laugh,,,Youtube,Girl Solo,Major
,2019-08-21,IZ,Final Kiss,너와의 추억은 항상 여름같아,,Youtube,Boy,Major
,2019-08-21,Oh Hayoung,Don't Make Me Laugh,,,Youtube,Girl Solo,Major
,2019-08-20,Celeb Five,I wish I could unsee that,안 본 눈 삽니다,,Youtube,Girl,Special
Post,2019-08-19,Everglow,Adios,,,Youtube,Girl,Major
,2019-08-19,The Boyz,D.D.D,,,Youtube,Boy,Major
,2019-08-19,VIINI,Genie,도깨비방망이,,Youtube,Boy Solo,Major
,2019-08-19,Target,BABY COME BACK HOME,,,Youtube,Boy,Major
,2019-08-19,Holics,I'm Ur Fan,,,Youtube,Girl,Major
Post,2019-08-19,Red Velvet,Umpah Umpah,,,Youtube,Girl,Major
,2019-08-16,ANS,Wonderland,,,Youtube,Girl,Minor
,2019-08-13,Weki Meki,Tiki-Taka(99%),,ZANYBROS,Youtube,Girl,Major
,2019-08-13,The Rose,Red,,,Youtube,Boy,Major
,2019-08-13,M.O.N.T,Daehan minguk mansae,대한민국만세,,Youtube,Boy,Minor
,2019-08-07,Rocket Punch,Bim Bam Bum,빔밤붐,ZANYBROS,Youtube,Girl,Major
,2019-08-06,JBJ95,Spark,불꽃처럼,,Youtube,Boy,Major
,2019-08-06,FANATICS,Sunday,,,Youtube,Girl,Major
,2019-08-06,VENUS,Turn Signal,깜빡이,,Youtube,Girl,Major
,2019-08-06,IN2IT,Run Away,,,Youtube,Boy,Major
,2019-08-05,Pink Fantasy,Fantasy,,,Youtube,Girl,Major
,2019-08-05,Eyedi,Perfect 6th Sence,,,Youtube,Girl Solo,Japanese
,2019-08-05,Seventeen,Hit,,Rigend Film,Youtube,Boy,Major
Post,2019-08-05,Oh My Girl,Bungee (Fall In Love),번지,,Youtube,Girl,Major
,2019-08-04,TRCNG,Missing,,,Youtube,Boy,Major
,2019-08-01,Tiffany Young,Magnetic Moon,,,Youtube,Girl Solo,Major
,2019-08-01,D1CE,Wake Up,깨워,,Youtube,Boy,Major
,2019-07-31,W24,Stay A Moment,거기 잠시라도,,Youtube,Boy,Major
,2019-07-31,Red Velvet,Milkshake,밀크쉐이크,,Youtube,Girl,Special
,2019-07-31,Ruann,Beep Beep,,,Youtube,Girl Solo,Major
,2019-07-31,HA:TFELT,Happy Now feat. Moonbyul,,,Youtube,Girl Solo,Special
,2019-07-31,Verivery,Tag Tag Tag,,,Youtube,Boy,Major
,2019-07-31,Bang Yongguk,Orange Drive,,,Youtube,Boy Solo,Major
,2019-07-31,Peniel (BtoB),FLY23,,,Youtube,Boy Solo,Major
,2019-07-30,CatChuuuu,Catch U,캣치 유,,Youtube,Girl,Major
,2019-07-30,Eden,Heaven feat. Heize,,,Youtube,Boy Solo,Major
,2019-07-30,Busters,Pinky Promise,,,Youtube,Girl,Major
,2019-07-28,Z-GIRLS,Streets of Gold,,,Youtube,Girl,Major
,2019-07-28,Z-BOYS,Holla Holla,,,Youtube,Boy,Major
,2019-07-28,Z-GIRLS,Fire Flame,,,Youtube,Girl,Minor
Post,2019-07-28,ITZY,ICY,아이씨,,Youtube,Girl,Major
,2019-07-26,Taemin,Famous,,,Youtube,Boy Solo,Japanese
,2019-07-26,Pentagon,Sha La La (Japanese ver.),,,Youtube,Boy,Japanese
,2019-07-26,Park Boram,Do as I Like,싶으니까,,Youtube,Girl Solo,Major
Post,2019-07-25,NCT Dream,Boom,붐,,Youtube,Boy,Major
,2019-07-25,Kang Daniel,What Are You Up To,뭐해,,Youtube,Boy Solo,Major
,2019-07-25,Woosung,Face,,,Youtube,Boy Solo,Major
,2019-07-25,Mamamoo,Gleam,다 빛이나,,Youtube,Girl,CF
,2019-07-25,EXO-SC,Closer To You,,,Youtube,Boy,Minor
,2019-07-23,GWSN,Red Sun (021),레드썬,August Frogs,Youtube,Girl,Major
Post,2019-07-23,CIX,Movie Star,무비 스타,ETUI,Youtube,Boy,Major
,2019-07-22,NCT 127,Highway To Heaven,,,Youtube,Boy,English
,2019-07-22,1TEAM,Ice In The Cup,,,Youtube,Boy,Minor
,2019-07-21,Dongkiz,Blockbuster,블록버스터,,Youtube,Boy,Major
,2019-07-21,EXO-SC,What A Life,,,Youtube,Boy,Major
,2019-07-20,HYO,Badster,,,Youtube,Girl,Major
,2019-07-19,EXO-SC,Just 2 Us feat. Gaeko,,,Youtube,Boy,Minor
,2019-07-19,N.Flying,Lupin,,,Youtube,Boy,Japanese
,2019-07-19,Eunki,Blow,,,Youtube,Boy Solo,Major
,2019-07-18,TVXQ!,Hot Hot Hot,,,Youtube,Boy,Japanese
,2019-07-18,Taeyong,Long Flight,,,Youtube,Boy Solo,Minor
,2019-07-17,Pentagon,Humph!,접근금지,,Youtube,Boy,Major
,2019-07-16,Norazo,Shower,샤워,,Youtube,Boy,Major
,2019-07-15,Flashe,Talk,톡!,,Youtube,Girl,Major
,2019-07-15,KNK,Sunset,,,Youtube,Boy,Major
,2019-07-15,MONSTA X,X-Phenomenon,,,Youtube,Boy,Japanese
,2019-07-12,WishGirls,Yours Is Mine,넌 내꺼,,Youtube,Girl,Major
,2019-07-12,Lee Gaeun,Remember You,기억할게,,Youtube,Girl Solo,Major
,2019-07-11,USHN,Popsicle,팝시클,,Youtube,Girl,Major
,2019-07-11,(G)I-dle,Latata (Japanese ver.),,,Youtube,Girl,Japanese
,2019-07-11,1TEAM,Rolling Rolling,롤링롤링,,Youtube,Boy,Major
,2019-07-10,Baekhyun,UN Village,,,Youtube,Boy Solo,Major
,2019-07-10,Nature,I'm So Pretty,내가 좀 예뻐,,Youtube,Girl,Major
,2019-07-09,Limitless,Dream Play,몽환극,,Youtube,Boy,Major
,2019-07-08,ATEEZ,Aurora (Performance ver.),,,Youtube,Boy,Major
,2019-07-08,Ha Sung Won,Blue,,,Youtube,Boy Solo,Major
,2019-07-07,Heize,We Don't Talk Anymore feat. Giriboy,,,Youtube,Girl Solo,Major
,2019-07-05,Honey Popcorn,De-aeseohsta,디에세오스타,,Youtube,Girl,Major
Post,2019-07-02,BTS,Lights,,,Youtube,Boy,Japanese
,2019-07-02,Winner,Ah Yeah (Japanese ver.),,,Youtube,Boy,Japanese
,2019-07-02,Ailee,Room Shaker,,,Youtube,Girl Solo,Major
,2019-07-01,Stray Kids,TMT,별생각,,Youtube,Boy,Minor
,2019-07-01,Winner,Millions (Japanese ver.),,,Youtube,Boy,Japanese
Post,2019-07-01,GFRIEND,Fever,열대야,,Youtube,Girl,Major
,2019-06-30,Punch,Love Me,럽미,,Youtube,Girl Solo,Major
,2019-06-29,Sulli,Goblin,고블린,,Youtube,Girl Solo,Major
,2019-06-27,Eun Jiwon,I'm On Fire feat. Blue.D,,,Youtube,Boy Solo,Major
,2019-06-27,CICI,CC,씨씨,,Youtube,Boy,Major
,2019-06-27,Lana,Take The Wheel,,,Youtube,Girl Solo,Major
,2019-06-26,Euijin,Insomnia,불면증,,Youtube,Boy Solo,Major
,2019-06-26,MAP6,I Like it!,,,Youtube,Boy,Japanese
Post,2019-06-26,(G)I-dle,Uh-oh,,,Youtube,Girl,Major
,2019-06-25,Lusty,I'm Thirsty,,,Youtube,Girl,Major
,2019-06-25,GOT7,Love Loop,,,Youtube,Boy,Japanese
,2019-06-24,PURPLEBECK,Crystal Ball,,,Youtube,Girl,Major
,2019-06-24,Chungha,Snapping,,Rigend Film,Youtube,Girl Solo,Major
,2019-06-22,N.Flying,Songbird,,,Youtube,Boy,Japanese
Post,2019-06-21,MONSTA X,Who Do U Love feat. French Montana,,,Youtube,Boy,English
,2019-06-20,Zelo,Questions,알고싶어,,Youtube,Boy Solo,Major
,2019-06-19,N.Tic,Fiction,,,Youtube,Boy,Major
,2019-06-19,Stray Kids,Side Effects,부작용,,Youtube,Boy,Major
Post,2019-06-19,Red Velvet,Zimzalabim,짐살라빔,VM Project,Youtube,Girl,Major
,2019-06-18,Leo,Romanticism,로맨티시즘,,Youtube,Boy Solo,Major
,2019-06-18,Yesung,Pink Magic,,,Youtube,Boy Solo,Major
,2019-06-17,BZ-Boys,Question,,,Youtube,Boy,Major
,2019-06-17,SF9,RPM,알피엠,,Youtube,Boy,Major
,2019-06-13,Somi,Birthday,벌스데이,,Youtube,Girl Solo,Major
,2019-06-12,IZ*One,Buenos Aires,,,Youtube,Girl,Japanese
,2019-06-12,Bibi,Nabi,나비,,Youtube,Girl Solo,Major
,2019-06-12,Oh My Girl,SSFWL (Japanese ver.),,,Youtube,Girl,Japanese
,2019-06-11,Noir,Doom Doom,,,Youtube,Boy,Major
,2019-06-11,MONSTA X,Alligator -Japanese ver.-,,,Youtube,Boy,Japanese
Post,2019-06-11,Twice,Breakthrough,,,Youtube,Girl,Japanese
Post,2019-06-11,Twice,Happy Happy,,,Youtube,Girl,Japanese
,2019-06-11,Ong Seung Wu,Heart Sign,,,Youtube,Boy Solo,CF
Post,2019-06-10,ATEEZ,Illusion,,,Youtube,Boy,Major
Post,2019-06-10,ATEEZ,Wave,,,Youtube,Boy,Major
,2019-06-08,Pink Fantasy,Iriwa,,,Youtube,Girl,Japanese
,2019-06-07,SAAY,ZGZG,,,Youtube,Girl Solo,Major
,2019-06-05,TXT,Nap of a Star,별의 낮잠,,Youtube,Boy,Minor
,2019-06-04,BoA,Feedback feat. Nucksal,,,Youtube,Girl Solo,Major
Post,2019-06-04,fromis_9,Fun!,펀,ZANYBROS,Youtube,Girl,Major
,2019-06-04,Teen Top,Run Away,,,Youtube,Boy,Major
Post,2019-06-04,WJSN,Boogie Up,부기업,,Youtube,Girl,Major
,2019-05-30,Lee Hi,No One feat. BI of IKON,누구 없소,,Youtube,Girl Solo,Major
Post,2019-05-29,CLC,Me,미,ZANYBROS,Youtube,Girl,Major
,2019-05-29,EXID,We Are,,,Youtube,Girl,Minor
,2019-05-28,Giant Pink,Tuesday is better than Monday feat. Yeri,월요일 보다는 화요일,,Youtube,Girl Solo,Major
,2019-05-27,We In The Zone,Let's Get Loud,내 목소리가 너에게 닿게,,Youtube,Boy,Major
,2019-05-26,Masc,Maschera,,,Youtube,Boy,Major
,2019-05-26,MASC,MASCHERA,,,Youtube,Boy,Major
,2019-05-25,Berry Good,Oh! Oh!,,,Youtube,Girl,Major
,2019-05-24,NCT 127,Superhuman,,Rigend Film,Youtube,Boy,Major
,2019-05-23,IZ,Eden,에덴,,Youtube,Boy,Major
,2019-05-22,Ab6ix,Breathe,,,Youtube,Boy,Major
Post,2019-05-22,Cherry Bullet,Really Really,네가 참 좋아,,Youtube,Girl,Major
,2019-05-21,3Ye,DMT (Do Ma Thing),,,Youtube,Girl,Major
Post,2019-05-20,ATEEZ,Promise,,,Youtube,Boy,Minor
,2019-05-20,GOT7,Eclipse,,,Youtube,Boy,Major
,2019-05-20,Lovelyz,Beautiful Days,그 시절 우리가 사랑했던 우리,,Youtube,Girl,Major
,2019-05-17,Onewe,0&4,공과 사,,Youtube,Boy,Major
,2019-05-16,A.C.E,Undercover,,,Youtube,Boy,Major
Post,2019-05-16,Ladies' Code,Feedback,너의 대답은,,Youtube,Girl,Major
,2019-05-15,Bvndit,Dramatic,드라마틱,,Youtube,Girl,Major
Post,2019-05-15,EXID,Me&You,,,Youtube,Girl,Major
,2019-05-15,Onewe,Ring On My Ears,귀걸이가 나를 때리게,,Youtube,Boy,Major
,2019-05-15,Winner,Ah Yeah,아예,,Youtube,Boy,Major
,2019-05-14,Weki Meki,Picky Picky,,Jimmy (VIA),Youtube,Girl,Major
,2019-05-13,Onewe,Reminisce about All,다 추억,,Youtube,Boy,Major
,2019-05-10,Cherry Bullet,Lovin' U,러빙유,,Youtube,Girl,Major
,2019-05-09,N.Flying,Leave It,놔,,Youtube,Boy,Minor
Post,2019-05-08,Oh My Girl,The Fifth Season (SSFWL),다섯 번째 계절,,Youtube,Girl,Major
,2019-05-07,Momoland,Love Is Only You,사랑은 너 하나,,Youtube,Girl,Major
,2019-05-04,Jenyer,illusion,환상,,Youtube,Girl Solo,Major
,2019-05-03,PIERCE,Change,체인지,,Youtube,Girl,Major
,2019-05-02,Golden Child,Spring Again,그러다 봄,,Youtube,Boy,Minor
,2019-05-02,Park Bom,4:44 feat. Wheein,4시44분,,Youtube,Girl Solo,Major
,2019-05-01,A.C.E,If You Heard,들린다면,,Youtube,Boy,Minor
,2019-05-01,I LUV,Got It,,,Youtube,Girl,Major
,2019-05-01,Kim Donghan,Focus,,,Youtube,Boy Solo,Major
,2019-05-01,My Darling,Kung Chi Dda,쿵치따,,Youtube,Girl,Major
,2019-04-30,High School,Baby You're Mine,베이비유어마인,,Youtube,Girl,Major
,2019-04-30,Gray,TMI,,,Youtube,Boy Solo,Major
,2019-04-29,Spectrum,After Party,,,Youtube,Boy,Major
Post,2019-04-29,NU'EST,Bet Bet,벳벳,Naive,Youtube,Boy,Major
,2019-04-29,A Train To Autumn,Spring Rain,우산을 쓰고,,Youtube,Girl,Major
,2019-04-29,GeeGu,Moonlight,,,Youtube,Girl,Major
,2019-04-28,Station,Melody 4 U,너를 위한 멜로디,,Youtube,Boy,Major
,2019-04-28,The Boyz,Bloom Bloom,,,Youtube,Boy,Major
,2019-04-26,Eyedi,& New,,,Youtube,Girl Solo,Major
,2019-04-26,Destiny,Medusa,메두사,,Youtube,Girl,Major
,2019-04-25,Ab6ix,Hollywood,,,Youtube,Boy,Minor
,2019-04-25,Newkidd,Tu eres,뚜에레스,,Youtube,Boy,Major
,2019-04-24,TXT,Cat & Dog,,,Youtube,Boy,Minor
,2019-04-24,Verivery,From Now,딱 잘라서 말해,,Youtube,Boy,Major
,2019-04-24,N.Flying,Spring Memories,봄이 부시게,,Youtube,Boy,Major
,2019-04-24,Grow.B,Let It,그로우비 렛잇,,Youtube,Girl,Major
,2019-04-22,Son Dongwoon,In The Silence,편해지자,,Youtube,Boy Solo,Major
Post,2019-04-22,Twice,Fancy,팬시,,Youtube,Girl,Major
,2019-04-22,Pentagon,Genius (feat. Pentagon's Fathers),,,Youtube,Boy,Minor
,2019-04-21,Target,Beautiful,아름다워,,Youtube,Boy,Major
,2019-04-21,Target,Beautiful,아름다워,,Youtube,Boy,Major
,2019-04-19,ENOi,Bloom,,,Youtube,Boy,Major
,2019-04-19,Apink,Everybody Ready?,,,Youtube,Girl,Special
,2019-04-19,Z-Stars,Our Galaxy,,,Youtube,Co-ed,Major
,2019-04-18,N.Flying,Pinhole,,,Youtube,Boy,Japanese
,2019-04-18,Youngjae,Another Night,,,Youtube,Boy Solo,Major
,2019-04-18,Lee Gikwang,Nothing,,,Youtube,Boy Solo,Major
,2019-04-17,Kisum,Say Hi feat. Woody,내게 인사해주세요,,Youtube,Girl Solo,Major
,2019-04-15,Hashtag,Freesm,,,Youtube,Girl,Major
,2019-04-15,Stray Kids,Chronosaurus,,,Youtube,Boy,Minor
,2019-04-15,Hi Cutie,Don't Stop Your Dreams,너의 꿈을 멈추지마,,Youtube,Girl,Minor
,2019-04-14,Seongri,That's You,그게 너라서,,Youtube,Boy Solo,Major
,2019-04-14,Super Junior-D&E,Danger,땡겨,,Youtube,Boy,Major
,2019-04-12,1THE9,Spotlight,,,Youtube,Boy,Major
Post,2019-04-12,BTS,Boy With Luv feat. Halsey,작은 것들을 위한 시,LUMPENS,Youtube,Boy,Major
,2019-04-11,Greatguys,Dang!,댕!,,Youtube,Boy,Major
,2019-04-11,N.Flying,The World Is Mine,,,Youtube,Boy,Japanese
,2019-04-11,BVNDIT,Hocus Pocus,,,Youtube,Girl,Major
,2019-04-11,(G)I-dle,Help Me,,,Youtube,Girl,Minor
,2019-04-10,1THE9,The Story,우리들의 이야기,,Youtube,Boy,Minor
,2019-04-09,Gavy NJ,Nothing Better Than You,없더라,,Youtube,Girl,Major
,2019-04-08,Stray Kids,Victory Song,승전가,,Youtube,Boy,Minor
,2019-04-08,Camila,Take Me Home,,,Youtube,Girl,Major
,2019-04-08,Girl Crush,Memories,,,Youtube,Girl,Major
,2019-04-07,VAV,I'm Sorry,,,Youtube,Boy,Minor
,2019-04-07,1THE9,Domino (Feat. Crush),,,Youtube,Boy,Minor
,2019-04-07,TXT,Blue Orangeade,,Kim Jakyoung,Youtube,Boy,Minor
Post,2019-04-04,Blackpink,Kill This Love,킬디스러브,,Youtube,Girl,Major
,2019-04-03,Momoland,Banana Chacha,,,Youtube,Girl,Minor
,2019-04-02,Bolbbalgan4,Bom,"나만, 봄",,Youtube,Girl,Major
,2019-04-01,Iz*One,Violeta,비올레타,,Youtube,Girl,Major
,2019-04-01,Neonpunch,Like It,,,Youtube,Girl,Minor
,2019-03-29,Vibe,A Sad Song,슬픈가요,,Youtube,Boy,Major
,2019-03-28,Badkiz,TMI (as Hot Place),,,Youtube,Girl,Major
,2019-03-28,Bastarz,Help Me,,,Youtube,Boy,Major
,2019-03-27,GFriend,Cheers (Zzan),짠,,Youtube,Girl,Minor
,2019-03-27,1Team,Vibe,습관적 VIBE,,Youtube,Boy,Major
,2019-03-27,Kard,Bomb Bomb,밤밤,ZANYBROS,Youtube,Co-Ed,Major
,2019-03-27,Pentagon,Sha-la-la,신토불이,ZANYBROS,Youtube,Boy,Major
,2019-03-26,JBJ95,Awake,,,Youtube,Boy,Major
,2019-03-25,PinkFantasy Shy,12 o'clock,,,Youtube,Girl,Major
,2019-03-25,Jus2,Take,,,Youtube,Boy,Minor
,2019-03-25,Bastarz,From Seoul,,,Youtube,Boy,Major
,2019-03-24,Stray Kids,Miroh,,,Youtube,Boy,Major
,2019-03-22,Taeyeon,4 Seasons,사계,,Youtube,Girl Solo,Major
,2019-03-20,GWSN,Growing~ For Groo,,,Youtube,Girl,Minor
,2019-03-20,Momoland,I'm So Hot,,,Youtube,Girl,Major
,2019-03-20,High School,High Class,하이클래스,,Youtube,Girl,Major
,2019-03-19,Dia,Woowa,우와,,Youtube,Girl,Major
,2019-03-18,Shafla,You’ve changed,요즘 너 달라,,Youtube,Girl,Major
,2019-03-18,NCT 127,Wakey-Wakey,,,Youtube,Boy,Japanese
Post,2019-03-18,Everglow,Bon Bon Chocolat,봉봉쇼콜라,SUNNYVISUAL,Youtube,Girl,Major
,2019-03-18,VAV,Thrilla Killa,,,Youtube,Boy,Major
,2019-03-14,Yeri,Dear Diary,,,Youtube,Girl Solo,Minor
Post,2019-03-14,Mamamoo,gogobebe,고고베베,,Youtube,Girl,Major
,2019-03-14,100%,Still Loving You,,,Youtube,Boy,Major
,2019-03-13,GWSN,Pinky Star (RUN),핑키스타,FantazyLab,Youtube,Girl,Major
,2019-03-13,Park Bom,Spring,봄,,Youtube,Girl Solo,Major
,2019-03-13,The T-Bird,Rockstar,롹스타,,Youtube,Boy,Major
,2019-03-12,Dreamnote,Hakuna Matata,하쿠나 마타타,,Youtube,Girl,Major
,2019-03-11,Dreamcatcher,Piri (Japanese ver.),笛を吹け,,Youtube,Girl,Japanese
,2019-03-11,Wooseok x Kuanlin,I'm A Star,별짓,,Youtube,Boy,Major
,2019-03-10,4Carat,Nanly,난리,,Youtube,Girl,Major
,2019-03-10,Argon,Master Key,,,Youtube,Boy,Major
,2019-03-09,Hi Cutie,White Day,화이트데이,,Youtube,Girl,Special
,2019-03-08,SF9,Enough -Japanese ver.-,,,Youtube,Boy,Japanese
,2019-03-08,Hong Jinyoung,Love Tonight,오늘 밤에,,Youtube,Girl Solo,Major
,2019-03-08,Apeace,White Love,,,Youtube,Boy,Japanese
,2019-03-06,S.I.S,Always Be Your Girl,너의 소녀가 되어줄게,,Youtube,Girl,Major
,2019-03-06,ASTIN,Mirror Mirror,,,Youtube,Boy,Major
,2019-03-06,R.Tee x Anda,What You Waiting For,뭘 기다리고 있어,,Youtube,Co-Ed,Major
,2019-03-06,H.B.Y,Bbang,지구뿌셔,,Youtube,Boy,Major
,2019-03-05,Dreamcatcher,And There Was Noone Left,그리고 아무도 없었다,,Youtube,Girl,Special
,2019-03-05,Ravi,Tuxedo,,,Youtube,Boy Solo,Major
,2019-03-05,DALsooobin,Katchup,케첩,,Youtube,Girl Solo,Major
,2019-03-05,The Ade,Imagine,상상,,Youtube,Co-Ed,Major
,2019-03-04,Sunmi,Noir,누아르,,Youtube,Girl Solo,Major
,2019-03-04,MONSTA X,Shoot Out (Japanese),,,Youtube,Boy,Japanese
,2019-03-04,Jang Dongwoo,News,,,Youtube,Boy Solo,Major
,2019-03-04,Jang Dongwoo,Party Girl,,,Youtube,Boy Solo,Major
Post,2019-03-04,TXT,Crown,어느날 머리에서 뿔이 자랐다,Lumpens,Youtube,Boy,Major
,2019-03-04,Jisook,Big Dipper,널 보내주러 가는 길,Cinefiti,Youtube,Girl Solo,Minor
,2019-03-03,Key,I Wanna Be feat. Soyeon,,,Youtube,Boy Solo,Major
,2019-03-03,Jus2,Focus On Me,,,Youtube,Boy,Major
,2019-03-03,GFRIEND,Flower,,,Youtube,Girl,Japanese
,2019-03-01,Super Junior,Ahora Te Puedes Marchar',,,Youtube,Boy,Special
,2019-02-28,Vitamin,Here We Are,우린 할 수 있어,,Youtube,Girl,Minor
,2019-02-27,SUV,Cheer Man,치어맨,,Youtube,Boy,Special
,2019-02-27,Yoochun,Slow Dance,,,Youtube,Boy Solo,Major
Post,2019-02-26,(G)I-dle,Senorita,세뇨리따,,Youtube,Girl,Major
,2019-02-25,Giant Pink,Mirror Mirror,,,Youtube,Girl Solo,Major
,2019-02-25,A Train To Autumn,Farewell Again,다시 이별,,Youtube,Girl,Major
,2019-02-24,Boyfriend,Stay The Way You Are,,,Youtube,Boy,Japanese
,2019-02-22,Yukika,Neon,네온,,Youtube,Girl Solo,Major
,2019-02-21,Seven O'clock,Get Away,,,Youtube,Boy,Major
,2019-02-21,Zboys,No Limit,,,Youtube,Boy,Major
,2019-02-21,Zgirls,What You Waiting For,,,Youtube,Girl,Major
,2019-02-20,U Sung Eun,Deep,,,Youtube,Girl Solo,Major
,2019-02-20,SF9,Enough,예뻐지지,,Youtube,Boy,Major
,2019-02-20,Hyomin,Allure,,,Youtube,Girl Solo,Major
,2019-02-19,Wanna.B,Leggo,,Eyelance,Youtube,Girl,Major
,2019-02-19,The Pink Lady,God Girl,,,Youtube,Girl,Major
,2019-02-19,Trei,Gravity,,,Youtube,Boy,Major
,2019-02-19,(G)I-dle,Blow Your Mind,,,Youtube,Girl,Minor
Post,2019-02-19,Loona,Butterfly,,,Youtube,Girl,Major
,2019-02-18,Miso,On and On,온앤온,,Youtube,Girl Solo,Major
,2019-02-18,Nichkhun,Lucky Charm,,,Youtube,Boy Solo,Minor
Post,2019-02-18,MONSTA X,Alligator,엘리게이터,,Youtube,Boy,Major
,2019-02-13,Dreamcatcher,Piri,피리,,Youtube,Girl,Major
,2019-02-13,Saturday,Wifi,와이파이,,Youtube,Girl,Major
,2019-02-13,9Muses,Remember,,,Youtube,Girl,Special
,2019-02-13,Vanner,Better Do Better,배로 두 배로,,Youtube,Boy,Major
,2019-02-11,TST,Wake Up,,,Youtube,Boy,Major
,2019-02-11,Taemin,WANT,,Rigend Film,Youtube,Boy Solo,Major
Post,2019-02-10,ITZY,DALLA DALLA,달라달라,Naive,Youtube,Girl,Major
,2019-02-10,FTISLAND,God Bless You,,,Youtube,Boy,Japanese
,2019-02-08,Pierce,Shadow,그림자,,Youtube,Girl,Major
,2019-02-08,Koyote,Fact,팩트,,Youtube,Co-Ed,Major
,2019-02-07,Twice,What is Love? -Japanese ver.-,,,Youtube,Girl,Japanese
