post,date,artist,song_name,korean_name,director,video,type,release
,2010-10-29,U-KISS,Shut Up!!,시끄러!!,,Youtube,Boy,Major
,2010-10-29,Brown Eyed Girls,Sign,사인,FPK,Youtube,Girl,Major
,2010-10-27,Girl's Day,Nothing Lasts Forever,잘해줘봐야,METAOLOZ,Youtube,Girl,Major
,2010-10-25,2AM,You Wouldn't Answer My Calls,전활 받지 않는 너에게,,Youtube,Boy,Major
,2010-10-25,2AM,Like Crazy,미친 듯이,ZANYBROS,Youtube,Boy,Major
,2010-10-25,Girls' Generation,Hoot,훗,Jang Jaehyeok,Youtube,Girl,Major
,2010-10-21,4Minute,First,,ZANYBROS,Youtube,Girl,Japanese
,2010-10-21,SG Wannabe,Sunflower,해바라기,,Youtube,Boy,Major
,2010-10-11,2PM,I'll Be Back,아윌 비 백,,Youtube,Boy,Major
,2010-10-06,CNBLUE,Love,러브 걸,,Youtube,Boy,Major
,2010-10-04,SHINee,Hello,헬로,ZANYBROS,Youtube,Boy,Major
,2010-09-29,Beast,Breath,숨,ZANYBROS,Youtube,Boy,Major
,2010-09-27,CNBLUE,I'm a Loner,외톨이야,,Youtube,Boy,Major
,2010-09-26,miss A,Breathe,브리뜨,Jang Jaehyeok,Youtube,Girl,Major
,2010-09-17,V.O.S,Full Story,,,Youtube,Boy,Major
,2010-09-11,2NE1,Can't Nobody,캔트 노바디,Seo Hyunseung,Youtube,Girl,Major
,2010-09-09,2NE1,Clap Your Hands,박수쳐,Seo Hyunseung,Youtube,Girl,Major
,2010-09-09,2NE1,Go Away,고 어웨이,Jae Euntaek,Youtube,Girl,Major
,2010-09-09,Miss S,What Did You Do to This Age,이나이먹고뭐했길래,,Youtube,Girl,Minor
,2010-09-09,Gavy NJ,Let's Stop,그만하자,,Youtube,Girl,Major
,2010-09-02,Trax,Oh! My Goddess,오! 나의 여신님,,Youtube,Boy,Major
,2010-09-01,DMTN,Round 1,라운드 원,,Youtube,Boy,Major
,2010-08-31,KARA,2me,투미,,Youtube,Girl,OST
,2010-08-25,FTISLAND,Love Love Love,사랑 사랑 사랑,,Youtube,Boy,Major
,2010-08-24,SISTAR,Shady Girl,가식걸,,Youtube,Girl,Major
,2010-08-24,BIGBANG,Beautiful Hangover,,Yong Ih,Youtube,Boy,Japanese
,2010-08-22,2PM,Boom Boom Boom,붐붐붐,,Youtube,Boy,Major
,2010-08-18,Supernova,On Days That I Missed You,그리운 날에,,Youtube,Boy,Major
,2010-08-16,2PM,Thank You,,,Youtube,Boy,Minor
,2010-08-13,GP Basic,Game,게임,,Youtube,Girl,Major
,2010-08-12,Rainbow,A,에이,,Youtube,Girl,Major
,2010-08-12,9MUSES,No Playboy,노 플레이보이,Gang Jong Myeong,Youtube,Girl,Major
,2010-08-12,SECRET,Madonna,마돈나,ZANYBROS,Youtube,Girl,Major
,2010-08-11,KARA,Mr.,미스터,,Youtube,Girl,Japanese
,2010-08-06,Koyote,"Jump, Jump, Jump",,,Youtube,Co-ed,Major
,2010-08-03,Infinite,She's Back,쉬즈 벡,Soo A Whang (FPK),Youtube,Boy,Major
,2010-07-16,Daybreak,Popcorn,팝콘,,Youtube,Boy,Minor
,2010-07-12,Teen Top,Clap,박수,,Youtube,Boy,Major
,2010-07-07,Super Junior,No Other,너 같은 사람 또 없어,,Youtube,Boy,Major
,2010-07-04,4Minute,I My Me Mine,아이 마이 미 마인,ZANYBROS,Youtube,Girl,Major
,2010-07-02,LPG,Doorbell Of Love,사랑의 초인종,,Youtube,Girl,Major
,2010-06-30,miss A,"Bad Girl, Good Girl",배드 걸 굿걸,ZANYBROS,Youtube,Girl,Major
,2010-06-21,Girl's Day,How About Me,나어때,,Youtube,Girl,Minor
,2010-06-21,miss A,Love Again,다시 사랑,,Youtube,Girl,CF
,2010-06-19,SHINee,Lucifer,루시퍼,ZANYBROS,Youtube,Boy,Major
,2010-06-16,As One,Sonnet,,,Youtube,Girl,Major
,2010-06-15,Untouchable,Merry Go Round,회전목마,,Youtube,Boy,Major
,2010-06-10,Koyote,Return,리턴,,Youtube,Co-ed,Major
,2010-06-10,2PM,I Will Give You My Life,목숨을 건다,,Youtube,Boy,Minor
,2010-06-09,Infinite,Comeback Again,다시돌아와,Soo A Whang (FPK),Youtube,Boy,Major
,2010-06-06,Girl's Day,Tilt My Head,갸우뚱,Dari Cho (FPK),Youtube,Girl,Major
,2010-06-03,SISTAR,Push Push,푸쉬 푸쉬,,Youtube,Girl,Major
,2010-05-24,SS501,Love Ya,러브 야,,Youtube,Boy,Major
,2010-05-24,SS501,Let Me Be The One,그게 나라고..,,Youtube,Boy,Major
,2010-05-24,Super Junior,Victory Korea,,,Youtube,Boy,CF
,2010-05-24,2AM,No.1,,ZANYBROS,Youtube,Boy,Special
,2010-05-20,4Minute,HUH (Hit Your Heart),허,ZANYBROS,Youtube,Girl,Major
,2010-05-16,BIGBANG,Tell Me Goodbye,,,Youtube,Boy,Japanese
,2010-05-15,Wonder Girls,2 Different Tears,2DT,Jang Jaehyeok,Youtube,Girl,Major
,2010-05-15,Wonder Girls,2 Different Tears,2DT,Jang Jaehyeok,Youtube,Girl,English
,2010-05-11,Super Junior,Bonamana,미인아,,Youtube,Boy,Major
,2010-05-11,Brown Eyed Soul,Love Ballad,,,Youtube,Boy,Major
,2010-05-11,8eight,Farewell Is Coming,,,Youtube,Co-ed,Major
,2010-05-10,Davichi,Please Stop Time,시간아 멈춰라,,Youtube,Girl,Major
,2010-05-04,f(x),NU ABO,누 예삐오,,Youtube,Girl,Major
,2010-05-03,T-ara,We Are The One,16강 기원 응원가,,Youtube,Girl,Minor
,2010-05-03,KARA,We're with You,위얼위드유,,Youtube,Girl,Minor
,2010-04-18,2PM,Without You,위드아웃 유,,Youtube,Boy,Major
,2010-04-09,Brown Eyed Soul,I'll Move,비켜줄께,,Youtube,Boy,Major
,2010-04-05,2AM,I Was Wrong,잘못했어,,Youtube,Boy,Major
,2010-04-01,SECRET,Magic,매직,ZANYBROS,Youtube,Girl,Major
,2010-03-25,ZE:A,All Day Long,하루종일,,Youtube,Boy,Major
,2010-03-24,After School,Bang!,뱅!,,Youtube,Girl,Major
,2010-03-17,Girls' Generation,Run Devil Run,런 데빌 런,Cho Soohyun,Youtube,Girl,Major
,2010-03-08,8eight,Availability Period,유효기간,,Youtube,Co-ed,Major
,2010-03-01,Beast,Shock,쇼크,ZANYBROS,Youtube,Boy,Major
,2010-02-25,V.O.S,I am Sorry,미안합니다,,Youtube,Boy,Major
,2010-02-23,T-ara,You Drive Me Crazy,너 때문에 미쳐,,Youtube,Girl,Major
,2010-02-23,T-ara,I'm In Pain,내가 너무 아파,,Youtube,Girl,Major
,2010-02-17,KARA,Lupin,루팡,,Youtube,Girl,Major
,2010-02-16,4Men,Baby You,,,Youtube,Boy,Major
,2010-02-09,2NE1,Follow Me,날 따라해봐요,Seo Hyunseung,Youtube,Girl,Major
,2010-02-02,Daybreak,Good,좋다,,Youtube,Boy,Major
,2010-01-29,4Men,Magic Body,,,Youtube,Boy,Major
,2010-01-26,Trax,Let You Go,가슴이 차가운 남자,,Youtube,Boy,Major
,2010-01-25,Girls' Generation,Oh!,오!,Cho Soohyun,Youtube,Girl,Major
,2010-01-23,2AM,Never Let You Go,죽어도 못보내,ZANYBROS,Youtube,Boy,Major
,2010-01-22,Gavy NJ,Sunflower,해바라기,,Youtube,Girl,Major
,2010-01-18,4Men,Can't Do,못해,,Youtube,Boy,Major
,2010-01-07,ZE:A,Mazeltov,,,Youtube,Boy,Major
,2009-12-17,"Super Junior, Girls' Generation",Seoul,서울,,Youtube,Co-ed,Special
,2009-12-16,FTISLAND,I Believe Myself,,,Youtube,Boy,Japanese
,2009-12-16,FTISLAND,Raining,,,Youtube,Boy,Japanese
,2009-12-16,FTISLAND,The One,,,Youtube,Boy,Japanese
,2009-12-10,Super Junior,"Sorry, Sorry - Answer",쏘리쏘리 앤써,,Youtube,Boy,Special
,2009-12-09,2PM,Tired of Waiting,기다리다 지친다,,Youtube,Boy,Major
,2009-12-03,T-ara,Apple is A,애플 이즈 에이,PETER VANILLA,Youtube,Girl,CF
,2009-12-01,Clazziquai Project,Ping,핑,,Youtube,Co-ed,Major
,2009-11-27,T-ara,Bo Peep Bo Peep,보핍보핍,Cha Euntaek,Youtube,Girl,Major
,2009-11-27,T-ara,Like The First Time,처음처럼,Cho Soohyun,Youtube,Girl,Major
,2009-11-26,LeeSsang,Let's Meet Now,우리 지금 만나,,Youtube,Boy,Minor
,2009-11-25,After School,Because Of You,너 때문에,,Youtube,Girl,Major
,2009-11-17,Super Junior-M,Blue Tomorrow,到了明天,,Youtube,Boy,Chinese
,2009-11-13,4Men,Knock Knock Knock,똑똑똑,,Youtube,Boy,Major
,2009-11-12,Rainbow,Gossip Girl,가십 걸,,Youtube,Girl,Major
,2009-11-11,2PM,Heartbeat,하트 비트,,Youtube,Boy,Major
,2009-11-05,f(x),Chu~,츄~♡,,Youtube,Girl,Major
,2009-11-03,BIGBANG,Koewokikasete,声をきかせて,Yong Ih,Youtube,Boy,Japanese
,2009-10-29,Dynamic Duo,Guilty,죽일놈,,Youtube,Boy,Minor
,2009-10-28,4Minute,What A Girl Wants,왓 어 걸 원트,ZANYBROS,Youtube,Girl,Minor
,2009-10-26,FT Triple,Love Letter,러브레터,,Youtube,Boy,Major
,2009-10-22,Mighty Mouth,Smile,,,Youtube,Boy,Major
,2009-10-22,Nemesis,Sad waltz,슬픈 사랑의 왈츠,,Youtube,Boy,Major
,2009-10-21,f(x),Chocolate Love,초콜릿러브,,Youtube,Girl,CF
,2009-10-21,Girls' Generation,Chocolate Love,초콜릿러브,,Youtube,Girl,Special
,2009-10-20,SS501,Love Like This,러브 라이크 디스,,Youtube,Boy,Major
,2009-10-16,SHINee,RingDingDong,링딩동,,Youtube,Boy,Major
,2009-10-14,Beast,Bad Girl,배드 걸,ZANYBROS,Youtube,Boy,Major
,2009-10-13,SECRET,I Want You Back,아이 원트 유 백,,Youtube,Girl,Major
,2009-10-09,T-ara,TTL Listen 2,티티엘 리슨2,,Youtube,Girl,Major
,2009-10-05,LeeSsang,"Can't Breakup Girl, Can't Breakaway Boy","헤어지지 못하는 여자, 떠나가지 못하는 남자",,Youtube,Boy,Minor
,2009-09-25,Clazziquai Project,Tell Yourself,,,Youtube,Co-ed,Minor
,2009-09-24,Super Junior-M,Super Girl,,,Youtube,Boy,Chinese
,2009-09-24,Gavy NJ,They Said I Have Gotten Thin And Pale,핼쑥해졌대,,Youtube,Girl,Major
,2009-09-21,Epik High,Wannabe,따라해,,Youtube,Boy,Minor
,2009-09-15,T-ara,Time To Love (TTL),티티엘,,Youtube,Girl,Major
,2009-09-02,f(x),LA chA TA,라차타,,Youtube,Girl,Major
,2009-08-31,4Minute,Muzik,뮤직,ZANYBROS,Youtube,Girl,Major
,2009-08-12,TVXQ!,Are You A Good Girl?,악녀,,Youtube,Boy,Minor
,2009-08-07,8eight,No One Cries Because They Want To Date,울고 싶어 우는 사람이 있겠어,,Youtube,Co-ed,Major
,2009-08-06,Tritops,Say Love,사랑한단말,,Youtube,Boy,Major
,2009-08-06,Mighty Mouth,Love Class,,,Youtube,Boy,Major
,2009-07-31,Cool,See Again Again,보고보고,,Youtube,Co-ed,Major
,2009-07-29,T-ara,Lies Part.1,거짓말,,Youtube,Girl,Major
,2009-07-29,T-ara,Lies Part.2,거짓말,,Youtube,Girl,Minor
,2009-07-29,T-ara,Lies (Ballad Version),거짓말,,Youtube,Girl,Minor
,2009-07-28,KARA,Wanna,워너,,Youtube,Girl,Major
,2009-07-27,Wonder Girls,Nobody,노바디,Jang Jaehyeok,Youtube,Girl,English
,2009-07-20,Brown Eyed Girls,Abracadabra,아브라카다브라,FPK,Youtube,Girl,Major
,2009-07-16,FTISLAND,I Hope,바래,,Youtube,Boy,Major
,2009-07-14,Clazziquai Project,Love Again,,,Youtube,Co-ed,Major
,2009-07-01,2NE1,I Don't Care,아이 돈 케어,Seo Hyunseung,Youtube,Girl,Major
,2009-06-29,BIGBANG,GaraGara GO!!,ガラガラ GO!!,,Youtube,Boy,Japanese
,2009-06-27,2PM,I Hate You,니가 밉다,,Youtube,Boy,Major
,2009-06-26,Girls' Generation,Tell Me Your Wish (Genie),소원을 말해봐,Jang Jaehyeok,Youtube,Girl,Major
,2009-06-23,M.C The Max,The rear car horn,뒤차가 경적을,,Youtube,Boy,Major
,2009-06-15,4Minute,Hot Issue,핫이슈,ZANYBROS,Youtube,Girl,Major
,2009-06-11,8eight,Goodbye My Lover,,,Youtube,Co-ed,Major
,2009-06-09,Untouchable,Oh,,,Youtube,Boy,Major
,2009-06-07,Girls' Generation,HaHaHa Song,하하하송,,Youtube,Girl,CF
,2009-05-29,V.O.S,I'm In Trouble,큰일이다,,Youtube,Boy,Major
,2009-05-25,SHINee,Juliette,줄리엣,,Youtube,Boy,Major
,2009-05-25,BIGBANG,My Heaven,,,Youtube,Boy,Japanese
,2009-05-12,Super Junior,It's You,너라고,,Youtube,Boy,Major
,2009-05-06,2NE1,Fire,파이어,Seo Hyunseung,Youtube,Girl,Major
,2009-04-17,SG Wannabe,My love cry,내사랑 울보,,Youtube,Boy,Minor
,2009-04-15,2PM,Again & Again,어게인 앤 어게인,,Youtube,Boy,Major
,2009-04-10,Davichi,My Man,,,Youtube,Girl,Minor
,2009-04-09,After School,Diva,디바,,Youtube,Girl,Major
,2009-04-03,FTISLAND,Missing U,,,Youtube,Boy,Major
,2009-03-27,Epik High,Map The Soul,,,Youtube,Boy,Major
,2009-03-27,BIGBANG & 2NE1,Lollipop,롤리팝,Seo Hyunseung,Youtube,Co-ed,Major
,2009-03-19,2AM,Confession Of A Friend,친구의 고백,,Youtube,Boy,Major
,2009-03-17,J-Walk,Shout out I love you,사랑한다 외쳐요,,Youtube,Boy,Major
,2009-03-16,Davichi,I'm In Trouble,사고쳤어요,,Youtube,Girl,Minor
,2009-03-13,Super Junior,"Sorry, Sorry",쏘리 쏘리,,Youtube,Boy,Major
,2009-03-03,Untouchable,Give you everything,다 줄게,,Youtube,Boy,Minor
,2009-03-03,8eight,Without a Heart,심장이 없어,,Youtube,Co-ed,Major
,2009-02-27,Davichi,8282,,,Youtube,Girl,Major
,2009-02-09,FTISLAND,Bad Woman,나쁜 여자야,,Youtube,Boy,Major
,2009-02-03,U-KISS,I Like You,니가 좋아,,Youtube,Boy,Major
,2009-01-15,After School,Ah,아,,Youtube,Girl,Major
,2009-01-07,Untouchable,Tell Me Why,,,Youtube,Boy,Major
,2009-01-07,Girls' Generation,Gee,지,Cho Soohyun,Youtube,Girl,Major
,2009-01-06,Gavy NJ,Romance Novel,연애소설,,Youtube,Girl,Major
,2008-12-12,J.Y. Park,KISS,,,Youtube,Boy Solo,Major
,2008-12-11,M.C The Max,Goodbye To Romance,,,Youtube,Boy,Major
,2008-12-02,KARA,Pretty Girl,프리티 걸,,Youtube,Girl,Major
,2008-11-28,Dynamic Duo,Mother's miso soup,어머니의 된장국,,Youtube,Boy,Minor
,2008-11-27,Nell,Part 2,,,Youtube,Boy,Major
,2008-11-21,TVXQ!,Wrong Number,,,Youtube,Boy,Major
,2008-11-21,SS501,U R Man,유 아 맨,,Youtube,Boy,Major
,2008-11-17,Mighty Mouth,Family,,,Youtube,Boy,Major
,2008-10-24,Clazziquai Project,Beat In Love,,,Youtube,Co-ed,Minor
,2008-10-24,Clazziquai Project,Electronics,,,Youtube,Co-ed,Minor
,2008-10-22,Clazziquai Project,Flea,,,Youtube,Co-ed,Major
,2008-10-17,FTISLAND,Heaven,,,Youtube,Boy,Major
,2008-10-17,KARA,Good Day Season 2,굿데이시즌 2,,Youtube,Girl,Minor
,2008-10-17,KARA,Honey,허니,Joo Heesun,Youtube,Girl,Major
,2008-10-17,Super Junior-T,Rokkugo,로꾸거!!!,,Youtube,Boy,Major
,2008-10-09,BIGBANG,With You,,,Youtube,Boy,Japanese
,2008-10-07,BIGBANG,Number 1,,,Youtube,Boy,Japanese
,2008-10-07,BIGBANG,How Gee,,,Youtube,Boy,Japanese
,2008-10-01,Super Junior,One Love,원 러브,,Youtube,Boy,Special
,2008-09-30,Epik High,One Minute One Second,1분 1초,,Youtube,Boy,Major
,2008-09-30,M.C The Max,Unbeknown to tears,눈물은 모르게,,Youtube,Boy,Major
,2008-09-22,Wonder Girls,Nobody,노바디,Jang Jaehyeok,Youtube,Girl,Major
,2008-09-18,TVXQ!,Mirotic,주문,,Youtube,Boy,Major
,2008-09-18,2PM,10 out of 10,10점 만점에 10점,,Youtube,Boy,Major
,2008-09-16,Brown Eyed Girls,How Come,어쩌다,,Youtube,Girl,Major
,2008-08-29,SHINee,A.Mi.Go,아.미.고,,Youtube,Boy,Major
,2008-08-25,SHINee,Love Like Oxygen,산소 같은 너,,Youtube,Boy,Minor
,2008-08-25,Dynamic Duo,Solo,,,Youtube,Boy,Major
,2008-08-22,FTISLAND,After Love,사랑후애,,Youtube,Boy,Major
,2008-08-08,BIGBANG,Haru Haru,하루하루,,Youtube,Boy,Major
,2008-08-05,Super Junior-Happy,Pajama Party,파자마파티,,Youtube,Boy,
,2008-07-25,Cool,I want love,사랑을 원해,,Youtube,Co-ed,Major
,2008-07-25,KARA,Rock U,락 유,,Youtube,Girl,Major
,2008-07-24,SS501,You Are My Heaven,넌 나의 천국,,Youtube,Boy,Major
,2008-07-21,2AM,This Song,이노래,,Youtube,Boy,Major
,2008-07-16,Gavy NJ,It Doesn't Look Like Love,사랑 같은 건 없나봐,,Youtube,Girl,Major
,2008-07-03,Shinhwa,Destiny of Love,흔적,,Youtube,Boy,Major
,2008-07-02,Davichi,Love and War,사랑과 전쟁,,Youtube,Girl,Major
,2008-06-23,SG Wannabe,Beautiful Farewell,멋지게 이별,,Youtube,Boy,Minor
,2008-06-20,8eight,I Love You,,,Youtube,Co-ed,Major
,2008-06-11,Epik High,Umbrella,우산,,Youtube,Boy,Minor
,2008-06-09,J-Walk,My Love,,,Youtube,Boy,Major
,2008-06-07,FTISLAND,Soyogi,,,Youtube,Boy,Japanese
,2008-06-07,FTISLAND,Friendship,,,Youtube,Boy,Japanese
,2008-06-05,Super Junior-Happy,Cooking? Cooking!,요리왕,,Youtube,Boy,
,2008-05-30,Wonder Girls,This Time,디스타임,,Youtube,Girl,Minor
,2008-05-22,SHINee,Replay,누난 너무 예뻐,,Youtube,Boy,Major
,2008-05-22,Wonder Girls,So Hot,쏘핫,Jang Jaehyeok,Youtube,Girl,Major
,2008-05-22,Gavy NJ,Lie,라이,,Youtube,Girl,Major
,2008-05-14,V.O.S,Beautiful Life,,,Youtube,Boy,Major
,2008-05-13,As One,Kiss Me,,,Youtube,Girl,Major
,2008-05-02,V.O.S,One flower,하나의 꽃,,Youtube,Boy,Minor
,2008-04-30,Super Junior-M,Me,迷,,Youtube,Boy,Chinese
,2008-04-23,SG Wannabe,Lalala,라라라,,Youtube,Boy,Major
,2008-04-17,Epik High,One,,,Youtube,Boy,Major
,2008-04-10,Shinhwa,Run,,,Youtube,Boy,Major
,2008-04-03,SG Wannabe,Miss You,보고싶어,,Youtube,Boy,Major
,2008-04-02,Davichi,Sad Love Song,슬픈 사랑의 노래,,Youtube,Girl,Major
,2008-03-21,Nell,Time Spent Walking Through Memories,기억을 걷는 시간,,Youtube,Boy,Major
,2008-03-17,Girls' Generation,Baby Baby,베이비 베이비,,Youtube,Girl,Minor
,2008-03-13,SS501,Deja Vu,데자뷰,,Youtube,Boy,Major
,2008-03-13,SS501,A Song Calling For You,널부르는 노래,,Youtube,Boy,Major
,2008-03-03,8eight,Let Me Go,,,Youtube,Co-ed,Major
,2008-02-22,Davichi,Sad Promise,슬픈 다짐,,Youtube,Girl,Major
,2008-02-12,Dynamic Duo,Complex,복잡해,,Youtube,Boy,Minor
,2008-02-08,Jewelry,One More Time,,,Youtube,Girl,Major
,2008-02-05,TVXQ!,Purple Line,,,Youtube,Boy,Major
,2008-01-28,Davichi,"Even though I hate you, I love you",미워도 사랑하니까,,Youtube,Girl,Major
,2008-01-28,Wonder Girls,Take It,가져가,,Youtube,Girl,Minor
,2008-01-17,Brown Eyed Girls,Love,러브,,Youtube,Girl,Major
,2008-01-13,Girls' Generation,Kissing You,키싱유,Lee Sangkyu,Youtube,Girl,Major
,2008-01-03,SG Wannabe,First Snow,첫눈,,Youtube,Boy,Major
,2007-12-17,Clazziquai Project,Robotica,,,Youtube,Co-ed,Major
,2007-12-13,LPG,The Road To The Ski Hill,스키장 가는 길,,Youtube,Girl,Major
,2007-12-07,Shinhwa,The Snowy Night,눈 오는 날,,Youtube,Boy,Minor
,2007-12-04,FTISLAND,Until You Come Back,너 올 때까지,,Youtube,Boy,Major
,2007-12-03,SG Wannabe,Christmas Story,크리스마스 이야기,,Youtube,Boy,Minor
,2007-11-22,BIGBANG,Last Farewell,마지막 인사,,Youtube,Boy,Major
,2007-11-13,Super Junior,Marry U,메리유,,Youtube,Boy,Major
,2007-11-01,Girls' Generation,Girls' Generation,소녀시대,,Youtube,Girl,Major
,2007-10-30,Supernova,Goodbye,안녕,,Youtube,Boy,Major
,2007-10-12,J-Walk,Yeowoobi,여우비,,Youtube,Boy,Major
,2007-10-11,Tritops,Tree Fog,청개구리,,Youtube,Boy,Major
,2007-10-08,FTISLAND,A Man's First Love Follows Him to the Grave,남자의 첫사랑은 무덤까지 간다,,Youtube,Boy,
,2007-09-21,Super Junior,Don't Don,돈돈,,Youtube,Boy,Major
,2007-09-20,Supernova,Hit & Where Are You,HIT&너는어디에,,Youtube,Boy,Major
,2007-09-13,Wonder Girls,Tell Me,텔미,Lee Sangkyu,Youtube,Girl,Major
,2007-09-11,V.O.S,Please..,부디..,,Youtube,Boy,Major
,2007-09-10,V.O.S,Daily,매일매일,,Youtube,Boy,Major
,2007-09-06,Brown Eyed Girls,Oasis,오아시스,,Youtube,Girl,Major
,2007-09-06,Brown Eyed Girls,I Got Fooled by You,너에게 속았다,,Youtube,Girl,Major
,2007-09-06,8eight,Forget Love And Sing,,,Youtube,Co-ed,Major
,2007-08-16,BIGBANG,Lies,거짓말,Cha Euntaek,Youtube,Boy,Major
,2007-08-16,BIGBANG,Always,올웨이즈,,Youtube,Boy,Major
,2007-08-08,FTISLAND,Thunder,천둥,,Youtube,Boy,Major
,2007-08-03,Girls' Generation,Into The New World,다시 만난 세계,Cheon Hyeokjin,Youtube,Girl,Major
,2007-07-24,The Grace,Dancer In The Rain,,,Youtube,Girl,Major
,2007-07-06,Super Junior,Happiness,행복,,Youtube,Boy,Minor
,2007-07-05,TVXQ!,You're My Miracle,세상에 단 하나뿐인 마음,,Youtube,Boy,Minor
,2007-06-22,Clazziquai Project,Our Lives,생의 한가운데,,Youtube,Co-ed,Minor
,2007-06-20,M.C The Max,Love Letter,붉은 노을,,Youtube,Boy,Minor
,2007-06-20,M.C The Max,Oh! Plz,,,Youtube,Boy,Minor
,2007-06-16,KARA,If You Wanna,맘에 들면,,Youtube,Girl,Minor
,2007-06-08,FTISLAND,Lovesick,사랑앓이,,Youtube,Boy,Major
,2007-06-07,FTISLAND,I Am Happy,행복합니다,,Youtube,Boy,
,2007-06-04,Dynamic Duo,Attendance Check,출첵,,Youtube,Boy,Major
,2007-06-04,Clazziquai Project,Lover Boy,,,Youtube,Co-ed,Major
,2007-05-08,SG Wannabe,Music Is My Life,비틀즈의 음악보다,,Youtube,Boy,Minor
,2007-04-27,M.C The Max,Stop My Heart,가슴아 그만해,,Youtube,Boy,Minor
,2007-04-27,Wonder Girls,It's Not Love,미안한 마음,Nobuhiro Doi,Youtube,Girl,Minor
,2007-04-17,M.C The Max,If Love Ends,사랑이 끝나면,,Youtube,Boy,Minor
,2007-04-09,Epik High,Love Love Love,,,Youtube,Boy,Minor
,2007-04-04,Nell,Cure,치유,,Youtube,Boy,Minor
,2007-03-29,KARA,Break It,브레이크 잇,,Youtube,Girl,Major
,2007-02-13,Wonder Girls,Irony,아이러니,Jang Jaehyeok,Youtube,Girl,Major
,2007-01-29,SG Wannabe,Kashiri,가시리,,Youtube,Boy,Minor
,2007-01-25,Shinhwa,Because You're Pretty,예쁘잖아,,Youtube,Boy,Minor
,2007-01-24,Epik High,Fan,,,Youtube,Boy,Major
,2006-12-22,BIGBANG,Dirty Cash,더티 캐쉬,,Youtube,Boy,Major
,2006-12-14,As One,Jingle Bell Rock,,,Youtube,Girl,Major
,2006-11-15,SG Wannabe,I can only look at it + Ordinary People + Love,그저 바라볼 수만 있어도 + Ordinary People + 사랑가,,Youtube,Boy,Major
,2006-11-10,SS501,Unlock,언락,,Youtube,Boy,Major
,2006-11-03,The Grace,My Everything,열정,,Youtube,Girl,Major
,2006-09-29,TVXQ!,O Jung Ban Hap,정반합,,Youtube,Boy,Major
,2006-09-29,TVXQ!,Balloons,풍선,,Youtube,Boy,Major
,2006-09-28,BIGBANG,La-La-La,라라라,,Youtube,Boy,Major
,2006-09-28,BIGBANG,Ma Girl,마이걸,,Youtube,Boy,Major
,2006-09-28,LPG,Arm Pillow,팔베개,,Youtube,Girl,Major
,2006-09-21,Nell,Loosing Heart,마음을 잃다,,Youtube,Boy,Major
,2006-09-21,Nell,Good Night,,,Youtube,Boy,Major
,2006-08-28,BIGBANG,We Belong Together,위 빌롱 투게더,,Youtube,Boy,Major
,2006-08-28,BIGBANG,A Fool Of Tears,눈물뿐인 바보,,Youtube,Boy,Major
,2006-08-28,BIGBANG,This Love,디스,,Youtube,Boy,Major
,2006-08-11,Shinhwa,Throw My Fist,,,Youtube,Boy,Major
,2006-08-11,Shinhwa,You're My Everything,,,Youtube,Boy,Major
,2006-07-28,TVXQ!,Holding Back The Tears,그리고…,,Youtube,Boy,Minor
,2006-07-18,Trax,Cold Rain,초우,,Youtube,Boy,Major
,2006-07-18,Trax,Embrace One's Soul,영혼을 감싸안아,,Youtube,Boy,Minor
,2006-06-20,Super Junior,Dancing Out,,,Youtube,Boy,
,2006-06-14,Shinhwa,In our heart there is the sun,僕らの心には太陽がある,,Youtube,Boy,Japanese
,2006-06-13,Super Junior,U,유,,Youtube,Boy,Major
,2006-05-30,Brown Eyed Girls,Hold The Line,홀드 더 라인,,Youtube,Girl,Major
,2006-05-11,Shinhwa,Once in a Lifetime,,,Youtube,Boy,Major
,2006-03-14,Clazziquai Project,Love Mode,,,Youtube,Co-ed,Major
,2006-03-09,Brown Eyed Girls,Come Closer,다가와서,,Youtube,Girl,Major
,2006-02-24,Super Junior,Miracle,미라클,,Youtube,Boy,Minor
,2005-12-15,"TVXQ, Super Junior",Show Me Your Love,,,Youtube,Boy,Special
,2005-11-21,V.O.S,Time limit,시한부,,Youtube,Boy,Major
,2005-11-21,BIGBANG,Forever With U,포에버 윗 유,,Youtube,Boy,Major
,2005-11-21,BIGBANG,Goodbye Baby,굿바이 베이비,,Youtube,Boy,Major
,2005-11-11,Super Junior,Twins (Knock Out),트윈스,,Youtube,Boy,Major
,2005-11-01,1TYM,How Many Times,몇번이나,,Youtube,Boy,Major
,2005-11-01,1TYM,Do You Know Me,니가 날 알어?,,Youtube,Boy,Major
,2005-09-22,Clazziquai Project,Fill This Night,,,Youtube,Co-ed,Major
,2005-09-22,Clazziquai Project,Dance,춤,,Youtube,Co-ed,Minor
,2005-09-15,Nemesis,La rose de versailles,베르사이유의 장미,,Youtube,Boy,Major
,2005-09-12,TVXQ!,Tonight,,,Youtube,Boy,Major
,2005-09-12,TVXQ!,One,,,Youtube,Boy,Minor
,2005-09-12,TVXQ!,Rising Sun,순수,,Youtube,Boy,Major
,2005-09-12,TVXQ!,Always There,약속했던 그 때에,,Youtube,Boy,Minor
,2005-08-10,LPG,Can Can,캉캉,,Youtube,Girl,Major
,2005-06-20,TVXQ!,Hi Ya Ya,여름날,,Youtube,Boy,Major
