title;singer;album;producer;distributor;is_popular;num_times_top_10;num_times_top_5;num_times_top_1;is_collab;spotify_uri;album_type;duration_ms;explicit;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo;singer_id;is_ost;for_reality_tvshow;times_in_chart;first_time_in_chart_date;first_time_in_chart_year;first_time_in_chart_month;first_time_in_chart_quarter;first_time_in_chart_period
유후;park ji yoon;yoo hoo;미스틱스토리;카카오 m;0;0;0;0;False;09hI3IbYXQ0a4qwDgScnzk;single;229271;False;0.40299999999999997;0.547;0.872;0.0;0.386;-3.345;0.0501;0.885;164.94;2NVYd7nCno3gh2Bz9pWtfi;0;0;1;2014-07-01;2014;7;3;summer
유후 (u who?) (feat. san e);yu seung woo-sep-san e;유후 (u who?);uk뮤직, stone music entertainment;stone music entertainment;0;0;0;0;True;1qUMbFPx3lmKSLlgUVUT6q;single;218680;False;0.261;0.736;0.544;0.0;0.14800000000000002;-5.928;0.0402;0.542;108.98700000000001;5ZSPRYslMYdwfwkKNcmBJf-sep-61MMiylth1injW39oZBuYB;0;0;1;2013-11-01;2013;11;4;holiday
으르렁 (growl);exo;xoxo (kiss & hug) repackage;sm entertainment;지니뮤직;1;1;1;0;False;4pi0Elz7B7cLfw37J3bYm9;album;207053;False;0.145;0.6809999999999999;0.8140000000000001;0.0;0.556;-2.83;0.0603;0.8759999999999999;89.99;3cjEqqelV9zb4BYE3qDQ4O;0;0;2;2013-08-01;2013;8;3;summer
을 (feat. big naughty (서동현));giriboy-sep-big naughty;치명적인 맛보기 2곡;린치핀뮤직;카카오 m;0;0;0;0;True;3MEcq4JRbQImU04hBtyM0w;single;178573;False;0.74;0.7879999999999999;0.5770000000000001;0.0;0.41200000000000003;-5.205;0.214;0.816;80.0;2MtHuR0W2idZdF7x4wddqq-sep-7cEaNXXTHx3LokbjUUyHal;0;0;1;2019-12-01;2019;12;4;holiday
을의 연애 (with 박주원);iu;modern times;카카오 m;카카오 m;1;0;0;0;False;6qIJlfx7FTOrTI9GpyyDlp;album;191373;False;0.711;0.637;0.483;3.16e-06;0.124;-3.2939999999999996;0.1;0.696;198.778;3HqSLMAZ3g3d5poNaI7GOU;0;0;1;2013-10-01;2013;10;4;other
음오아예 (um oh ah yeh);mamamoo;pink funky;rbw, stone music entertainment;stone music entertainment;1;1;0;0;False;42reErFmOTjPS2x8tbSw5N;single;214087;False;0.128;0.728;0.893;0.0;0.16699999999999998;-1.896;0.0476;0.45299999999999996;104.977;0XATRDCYuuGhk0oE7C0o5G;0;0;2;2015-06-01;2015;6;2;summer
음파음파 (umpah umpah);red velvet;`the reve festival` day 2;sm entertainment;dreamus;1;0;0;0;False;0HFa5Rr2x5iwqIvGTMqif6;album;220131;False;0.0258;0.693;0.935;0.0;0.4370000000000001;-3.306;0.0771;0.8440000000000001;119.973;1z4g3DjTBBZKhvAroFlhOM;0;0;1;2019-09-01;2019;9;3;other
응급실;jung joon young;슈퍼스타k4 top12 part 5;stone music entertainment;stone music entertainment;1;0;0;0;False;0L5gj16NwKRoIHKbrEGFkw;single;243542;False;0.122;0.503;0.489;0.0;0.121;-4.9639999999999995;0.0334;0.185;139.959;3mXFiCtWzoupNlWL0NwZ4c;0;1;1;2012-11-01;2012;11;4;holiday
이 거지같은 말;seo young eun-sep-jung yup;with;제이제이홀릭미디어;warner music;1;1;0;0;True;3I59jfEdFfFTRpOkAmmAcf;album;239124;False;0.4920000000000001;0.7140000000000001;0.732;0.0;0.25;-5.657;0.0618;0.628;98.01100000000001;62kwqoGbwQOLwfOWnDb2iB-sep-4WMs26vY2z4DWUmWnDVaYP;0;0;1;2010-05-01;2010;5;2;other
이 나이 먹고 뭐했길래 (feat. 정슬기);miss s;miss independent;브랜뉴스타덤;카카오 m;1;0;0;0;True;5caeL7Lxv3F6OmL4p0Gzrb;single;256800;False;0.589;0.66;0.885;0.0;0.106;-1.93;0.139;0.605;93.926;0jOi36eIKoC1dS3Fal9WOl;0;0;1;2010-09-01;2010;9;3;other
이 나이 먹도록;vibe;5집 organic sound;뮤직앤뉴;카카오 m;1;0;0;0;False;7EiRZOD6CDP08qeyOV9Kgb;album;294210;False;0.76;0.564;0.384;1.63e-06;0.0992;-8.109;0.0328;0.35700000000000004;125.67399999999999;1pjLQCQ1ck57Ml3lcoZ2Xi;0;0;1;2013-05-01;2013;5;2;other
이 노래가 클럽에서 나온다면;woody;이 노래가 클럽에서 나온다면;인디안레이블;지니뮤직;1;2;1;1;False;66aRjw9DruRf9J40t1Wm9i;single;219060;False;0.885;0.619;0.444;0.0;0.201;-7.473;0.0642;0.742;85.822;37ZY7eIcTT28id2jfq8WYw;0;0;5;2019-02-01;2019;2;1;other
이 노래를 듣고 돌아와;2pm;grown;jyp entertainment;지니뮤직;1;0;0;0;False;14jzWx3Myk1olEfd2ECqm4;album;216598;False;0.0795;0.562;0.769;0.0;0.1;-4.434;0.0554;0.578;124.78299999999999;5iRPbkcPmqAFFwDUj6ywVS;0;0;1;2013-05-01;2013;5;2;other
이 마음이 찾아오면;kassy;이 마음이 찾아오면;넥스타엔터테인먼트;카카오 m;0;0;0;0;False;1qty8JpB1LP1P6wg3nZtG3;single;236040;False;0.4;0.429;0.636;0.0;0.214;-3.7430000000000003;0.0483;0.336;203.34400000000002;6pU8o91xAS0aWNjj06nQSU;0;0;1;2020-04-01;2020;4;2;other
이 바보야;jung seung hwan;목소리;안테나뮤직;지니뮤직;1;1;0;0;False;6Mo4q54MmYS0MTvtkdpinH;single;238956;False;0.7709999999999999;0.26899999999999996;0.335;0.0;0.124;-7.629;0.0547;0.095;61.13;7l8rOFwZFQ3G0sgZ7gjGng;0;0;1;2016-12-01;2016;12;4;holiday
이 밤;winner;2014 s/s;yg entertainment;지니뮤직;0;0;0;0;False;4yePoUYIBgTmL5DwOtwhCY;album;202178;False;0.254;0.68;0.73;0.0;0.11599999999999999;-5.586;0.0539;0.728;143.964;5DuzBeOgFwViFcv00Q5PFb;0;0;1;2014-08-01;2014;8;3;summer
이 밤;yang da il;skepticism;브랜뉴뮤직;카카오 m;0;0;0;0;False;5pgmUV8sJ8ilNOKA5ZIyKM;single;226590;False;0.5920000000000001;0.40399999999999997;0.32;0.0;0.0995;-6.81;0.0344;0.3;123.625;5DnjOSzLCfn4hDbLECq8pt;0;0;1;2019-07-01;2019;7;3;summer
이 밤이 지나면;monday kiz;노스텔지아 (nostalgia) part 2;stone music entertainment;stone music entertainment;1;0;0;0;False;1ivqBbRRucjAbQdyv3vqYr;single;229720;False;0.065;0.5920000000000001;0.8490000000000001;0.0;0.149;-4.6080000000000005;0.03;0.639;97.978;24jJXZRz3aGvjVvZ4OoerD;0;0;1;2011-03-01;2011;3;1;other
이 밤이 지나면 (임재범) (with 박기영);박기영-sep-cho kyu chan;`나는 가수다` 경연 10-1. 듀엣곡 부르기;아이엠비씨;nhn벅스;0;0;0;0;True;54lzDw3jCPBl9IxbhAbYu6;compilation;310139;False;0.27699999999999997;0.525;0.61;0.0;0.9059999999999999;-5.78;0.0424;0.498;91.792;5im0WmDRKpvR8acSGhOOq6-sep-3aeH9jDArUYw5GKgaDIBuX;0;1;1;2011-10-01;2011;10;4;other
이 밤이 지나면 (화생방실 클레오파트라) (bonus track);kim yeon woo;복면가왕 14회;mbc;nhn벅스;0;0;0;0;False;2vg0H9P2b1PI1ie3SZ6pqR;album;241008;False;0.318;0.618;0.877;2.380000000000001e-05;0.505;-3.783;0.0738;0.54;97.929;4vsTrZ8Y7nKqQM0BJQ6Dvd;0;1;1;2015-08-01;2015;8;3;summer
이 번호로 전화해줘;vibe;이 번호로 전화해줘;메이저나인;지니뮤직;1;0;0;0;False;16efMUUsi9QlCBaKt1SjbE;single;193320;False;0.794;0.32799999999999996;0.5529999999999999;0.0;0.18100000000000002;-5.138;0.0398;0.3720000000000001;59.415;68ym0sOo7MazZxScbm1wtI;0;0;3;2019-11-01;2019;11;4;holiday
이 별;gb9;star;뮤직웍스;지니뮤직;1;0;0;0;False;7wlZKJsND54NOmXijSffal;single;237888;False;0.65;0.414;0.475;0.0;0.12300000000000001;-3.946;0.0325;0.3;169.813;2QQUaQXZalrJh9JYTiVMkr;0;0;2;2018-02-01;2018;2;1;other
이 사람이다;kim jong guk;eleventh story;원오원엔터테인먼트;카카오 m;1;1;1;0;False;6uTy1hKnQ0EiiyQUaR63uW;album;202762;False;0.41600000000000004;0.73;0.843;0.0;0.10300000000000001;-3.727;0.035;0.46399999999999997;107.98299999999999;6TVL3a6bpW4eiiZJV1Fawr;0;0;1;2010-02-01;2010;2;1;other
이 사랑;davichi;태양의 후예 ost part.3;오우엔터테인먼트, 뮤직앤뉴;뮤직앤뉴;1;2;2;1;False;1mh5s6XJ3RLJBRPErACsHW;single;225171;False;0.745;0.405;0.445;0.0;0.19399999999999998;-4.309;0.0337;0.222;138.76;4z6yrDz5GfKXkeQZjOaZdq;1;0;3;2016-03-01;2016;3;1;other
이 소설의 끝을 다시 써보려 해;han dong geun;이 소설의 끝을 다시 써보려 해;플레디스;카카오 m;1;3;2;0;False;30H0FtOCtb5jESDvFcxqXZ;single;262000;False;0.37;0.556;0.46399999999999997;0.0;0.12;-5.751;0.0374;0.251;134.1;69K447yK7IW0NCZGEh79e1;0;0;5;2016-08-01;2016;8;3;summer
이 지금;iu;palette;페이브엔터테인먼트,카카오 m;카카오 m;1;0;0;0;False;4NPARrLIbtMl29ZJv8ESr2;album;176098;False;0.315;0.738;0.6409999999999999;0.0;0.114;-3.44;0.0475;0.631;119.867;3HqSLMAZ3g3d5poNaI7GOU;0;0;2;2017-04-01;2017;4;2;other
이것만은 알고 가 (before u go);tvxq!;왜(keep your head down) repackage `이것만은...;sm entertainment;sm entertainment;0;0;0;0;False;72Rz73NuMRUcIAYvXtUSaL;album;303372;False;0.0885;0.655;0.797;0.0;0.9109999999999999;-5.45;0.0755;0.621;115.99799999999999;6nVMMEywS5Y4tsHPKx1nIo;0;0;1;2011-04-01;2011;4;2;other
이게 무슨 일이야;b1a4;이게 무슨 일이야;wm엔터테인먼트;포니캐년코리아;1;0;0;0;False;0pssH13oORltxWa5MIvEuI;single;200346;False;0.00461;0.623;0.745;0.0;0.159;-3.536;0.0562;0.698;135.013;3sxWOFw4MSN54SIQ8np6iG;0;0;1;2013-05-01;2013;5;2;other
이게 사랑이 아니면 (feat. 에일리);verbal jint-sep-ailee;이게 사랑이 아니면;브랜뉴뮤직;nhn벅스;1;0;0;0;True;69dWVJ51GLOSLVKoKKSbi9;single;220500;False;0.275;0.696;0.893;0.0;0.371;-4.3180000000000005;0.235;0.531;81.98899999999998;24sQuJhQ85ZygDG7sUVUxR-sep-3uGFTJ7JMllvhgGpumieHF;0;0;1;2013-03-01;2013;3;1;other
이게 아닌데;iu;real;카카오 m;카카오 m;1;0;0;0;False;1HOiCg29ThzcizBgHrZosi;album;184189;False;0.45799999999999996;0.843;0.611;0.0;0.41;-4.981;0.0475;0.883;109.086;3HqSLMAZ3g3d5poNaI7GOU;0;0;1;2010-12-01;2010;12;4;holiday
이게 아닌데;john park;knock;뮤직팜;카카오 m;0;0;0;0;False;0wFmsCfngJ0OgfFWdvO8Ml;single;246804;False;0.7609999999999999;0.6659999999999999;0.344;0.0;0.0871;-5.803999999999999;0.0316;0.322;108.83200000000001;4mbvd7ZJ2goftjy1L33LiB;0;0;1;2012-02-01;2012;2;1;other
이러지마 제발 (please don`t...);k.will;the 3rd album part 1;스타쉽엔터테인먼트;카카오 m;1;2;1;0;False;5dh87xGcp4YqDFBc86Mh47;album;212976;False;0.44;0.698;0.6940000000000001;3.96e-06;0.308;-5.5;0.0321;0.489;94.99799999999999;1XNC9ksvgXeD1xRJruSA5t;0;0;3;2012-10-01;2012;10;4;other
이러쿵 저러쿵;f-ve dolls;club remix time  to play;코어컨텐츠미디어;카카오 m;0;0;0;0;False;1Mm1pR78pOihen7YPncRH7;album;212360;False;0.126;0.7809999999999999;0.978;0.0;0.0459;-0.158;0.11;0.628;112.021;1nw5g6u9BIPwyqlsm01cDP;0;0;1;2011-07-01;2011;7;3;summer
이런 엔딩;iu;palette;페이브엔터테인먼트,카카오 m;카카오 m;1;0;0;0;False;06EMBzxDm2hueehobAlMtm;album;249241;False;0.851;0.38799999999999996;0.32299999999999995;2.03e-06;0.14300000000000002;-7.1579999999999995;0.0348;0.23199999999999998;118.885;3HqSLMAZ3g3d5poNaI7GOU;0;0;2;2017-04-01;2017;4;2;other
이럴 줄 알았어;beast;이럴 줄 알았어;큐브엔터테인먼트;universal music;1;0;0;0;False;1wgJ9JNiOYhDvlhlxBU2Au;single;213838;False;0.337;0.741;0.655;0.0;0.295;-5.902;0.125;0.826;90.991;1Pr9gT0veB2tgcisQeIGoC;0;0;2;2012-01-01;2012;1;1;holiday
이럴거면 그러지말지 (feat. 영현);baek a yeon;이럴거면 그러지말지;jyp entertainment;지니뮤직;1;1;1;0;True;3BMTQCZUUfakzih72i3r4j;single;212761;False;0.7120000000000001;0.496;0.639;0.0;0.19399999999999998;-3.145;0.0809;0.442;170.917;5UKoKVlU7EDN4UgDuVRAbX;0;0;2;2015-06-01;2015;6;2;summer
이렇게 우리;baek a yeon;용팔이 ost - part 4;담화, hb엔터테인먼트;nhn벅스;1;0;0;0;False;4QhqKMXNaZenINxKOt2E8u;single;217286;False;0.6609999999999999;0.449;0.532;0.0;0.19399999999999998;-5.475;0.0391;0.336;145.8;5UKoKVlU7EDN4UgDuVRAbX;1;0;1;2015-09-01;2015;9;3;other
이름에게;iu;palette;페이브엔터테인먼트,카카오 m;카카오 m;0;0;0;0;False;1DP0uwV6tMlCEfR61Mh7ki;album;289579;False;0.45899999999999996;0.312;0.589;0.0;0.106;-5.0710000000000015;0.0334;0.237;133.85399999999998;3HqSLMAZ3g3d5poNaI7GOU;0;0;1;2017-06-01;2017;6;2;summer
이름이 뭐예요?;4minute;name is 4minute;큐브엔터테인먼트;universal music;1;2;1;1;False;13xfTHyEclnBd7XAS1P5Er;single;186801;False;0.188;0.741;0.888;0.0;0.0596;-2.97;0.0732;0.902;115.042;6cdC1cwqh3eJAXaxXJt2jv;0;0;2;2013-05-01;2013;5;2;other
이리와봐 (feat. dok2, bobby);masta wu-sep-dok2-sep-bobby;이리와봐;yg entertainment;지니뮤직;1;0;0;0;True;4cSUqN4n9ppHKO7WxyptA3;single;209410;False;0.0683;0.846;0.905;0.0;0.304;-3.693;0.242;0.797;97.02799999999999;7ndYLcobuKuq9ZcoIAVvU6-sep-0rW6fVd3yuW2CF2sLYWQtE-sep-7ieMQQDR0bdBPz572mtxwS;0;0;1;2014-12-01;2014;12;4;holiday
이별 10분 전;jung joon young;1st 미니앨범;stone music entertainment;stone music entertainment;1;1;1;0;False;6X7znfjTeLlY5eHJAY417p;single;265265;False;0.332;0.413;0.6509999999999999;0.0;0.38799999999999996;-4.59;0.0332;0.226;141.895;3mXFiCtWzoupNlWL0NwZ4c;0;0;1;2013-10-01;2013;10;4;other
이별 뒷면;kwon jin ah;이런 꽃 같은 엔딩 ost part.2;스페이스오디티;카카오 m;0;0;0;0;False;2OudeQxh0jmhkJGwaPhTkJ;single;280498;False;0.7879999999999999;0.439;0.39899999999999997;0.0;0.152;-6.955;0.0326;0.19699999999999998;132.91;0kRAVpQhUUArA8UnYwEdeZ;1;0;1;2018-02-01;2018;2;1;other
이별 참 못할 짓이더라;yoon hyun sang;sbs k팝 스타 special no.1;sbs 콘텐츠허브;카카오 m;0;0;0;0;False;3c0CoG6YK25djbcpNWIyoE;single;225024;False;0.542;0.6559999999999999;0.289;0.0;0.122;-9.296;0.0327;0.213;130.092;390z2RITWBFLpD6HTC5UV2;0;1;1;2012-03-01;2012;3;1;other
이별공식;vixx;boys` record;젤리피쉬 엔터테인먼트;stone music entertainment;1;0;0;0;False;5bhyVuVfBsLBkQl2LCz9I5;single;209181;False;0.29100000000000004;0.713;0.9690000000000001;0.0;0.374;-2.7889999999999997;0.0433;0.846;132.012;5BkB3rXc0qIdUtuEnhbK0A;0;0;1;2015-03-01;2015;3;1;other
이별길 (goodbye road);ikon;new kids _ the final;yg entertainment;지니뮤직;1;1;1;0;False;7qPQjlV2lTwmpO932t463G;single;239104;False;0.0607;0.579;0.852;0.0;0.41;-3.358;0.0521;0.64;79.01;5qRSs6mvI17zrkJpOHkCoM;0;0;1;2018-10-01;2018;10;4;other
이별남녀;zia;이별남녀;뮤직프레소;카카오 m;1;1;1;1;True;1dhCqFYdtZp3Z8VVxjWls3;album;223843;False;0.521;0.4320000000000001;0.809;0.0;0.23600000000000002;-4.2139999999999995;0.0907;0.47;71.594;2vAxwTAH2OaInCfMxriCqk;0;0;1;2013-12-01;2013;12;4;holiday
이별식탁 (feat. 산체스);san e-sep-sanchez;`not` based on the true story;브랜뉴뮤직;카카오 m;1;0;0;0;True;3Xq0VDCaHHwgScfcSyvIsp;album;205973;False;0.6729999999999999;0.41700000000000004;0.852;0.0;0.278;-4.294;0.40299999999999997;0.6920000000000001;182.53;61MMiylth1injW39oZBuYB-sep-5DgeoLBuplcPMYCveVnlbf;0;0;1;2013-11-01;2013;11;4;holiday
이별여행 (원미연);조관우;`나는 가수다` 경연 5-1. 내가 부르고 싶은 노래;아이엠비씨;카카오 m;0;0;0;0;False;3CoVgHqkLSthWcXuEvWjFq;compilation;287091;False;0.8440000000000001;0.436;0.539;2.8000000000000013e-05;0.705;-7.192;0.0432;0.139;133.607;4y9LeyHkrbH7sYr14BVdVl;0;1;1;2011-06-01;2011;6;2;summer
이별은 늘 그렇게 (duet. 정은지);huh gak;이별은 늘 그렇게;플레이엠엔터테인먼트;카카오 m;1;0;0;0;True;3DtpO0i3wPQ6shk1ljc6CO;single;245266;False;0.5870000000000001;0.439;0.515;0.0;0.124;-4.507;0.03;0.15;135.631;49vOeJAPxAz6YmVZPNM7ys;0;0;1;2019-11-01;2019;11;4;holiday
이별을 배웠어 (always in my heart);joy-sep-lim seul ong;이별을 배웠어 (always in my heart);sm entertainment;지니뮤직;1;1;0;0;True;3uHjmGo1VKr1CojjzEQdIJ;single;203627;False;0.305;0.5579999999999999;0.6779999999999999;0.738;0.146;-6.777;0.0269;0.5710000000000001;88.98700000000002;0sYpJ0nCC8AlDrZFeAA7ub-sep-0lfuVlyKgbJIpdDXEfGRiR;0;0;1;2016-11-01;2016;11;4;holiday
이별이 오지 못하게;kim tae woo;투유 프로젝트 - 슈가맨 part 16;jtbc;인터파크;0;0;0;0;False;7EYkv9ZYzzmos2IDvbBZ5X;single;230534;False;0.732;0.391;0.365;0.0;0.0902;-8.065;0.0367;0.29600000000000004;138.012;5OFQZvle7HH55LvauNmUIi;0;0;1;2016-02-01;2016;2;1;other
이별이 온다;kang min kyung (davichi);해운대 연인들 ost part 2;커튼콜미디어;포니캐년코리아;0;0;0;0;False;5fC0do8KOz9ICwzLOiGqJc;compilation;217208;False;0.6509999999999999;0.42;0.623;0.0;0.14300000000000002;-5.479;0.0363;0.212;133.977;5UrhZPvv3EfOW8t1ucLfbS;1;0;1;2012-08-01;2012;8;3;summer
이별재회;freestyle;이별재회;freestyle line company;다날엔터테인먼트;0;0;0;0;False;50TuY02baVmikjlFUdJJM2;single;204173;False;0.5589999999999999;0.7240000000000001;0.5539999999999999;2.24e-05;0.10099999999999999;-7.274;0.0632;0.22;92.039;0LigV2SSsRZaeX2htEFXV9;0;0;1;2013-01-01;2013;1;1;holiday
이별주;hwang in wook;이별주;how엔터테인먼트;nhn벅스;1;0;0;0;False;0kKlJVEHtlzr3kPNZ52Qr3;single;205373;False;0.688;0.496;0.528;0.0;0.188;-4.5089999999999995;0.0315;0.257;133.82299999999998;56U7IcfF1h54ZxOPqjEnjq;0;0;3;2019-11-01;2019;11;4;holiday
이별하러 가는 길;onestar;이별하러 가는 길;모스트웍스;카카오 m;1;0;0;0;False;4eMTeR079mRA9fQu4EGJGr;single;307118;False;0.54;0.292;0.564;0.0;0.10800000000000001;-5.136;0.0331;0.23199999999999998;132.171;6EmgTIhhXGtfAmYYTfdtlz;0;0;3;2019-01-01;2019;1;1;holiday
이쁘다니까;eddy kim;도깨비 ost part 5;stone music entertainment, 화앤담픽쳐스;stone music entertainment;1;1;0;0;False;3O2letYHYRQlRLJ6EXISd7;single;195333;False;0.721;0.491;0.5529999999999999;0.0;0.113;-5.65;0.142;0.519;151.736;1sVSMPPNMMSZ7cQNfbvMOe;1;0;2;2017-01-01;2017;1;1;holiday
이사람;대즐링 레드-sep-니콜-sep-jun hyo seong-sep-hyolyn-sep-나나-sep-hyuna;2012 sbs가요대전 the color of k-pop (dazzi...;sbs 콘텐츠허브;소리바다;1;0;0;0;True;0miR6RDO3KlwDWPnxPXh2d;single;203174;False;0.0434;0.7659999999999999;0.861;0.0;0.314;-2.675;0.0735;0.589;115.98200000000001;2LyRQyxlpUeP9NtLUM1kTT-sep-5GYGW7RG6TZSGegql5zqNW-sep-73RRzEpK7IQexOhC0CuTRZ-sep-78sJswwVn4P8aEhkF4K6fQ-sep-4CBmlulTomPDCCwZ0nDWx2-sep-3UwlejyX2b458azZ7eCnHb;0;0;1;2013-01-01;2013;1;1;holiday
이상하다 (acoustic ver.);park hyo shin;gift e.c.h.o;젤리피쉬 엔터테인먼트;stone music entertainment;0;0;0;0;False;6bDNjqza0hqoZ16XpK331T;album;266276;False;0.873;0.4370000000000001;0.289;0.0;0.20600000000000002;-9.975;0.0435;0.35600000000000004;147.196;57htMBtzpppc1yoXgjbslj;0;0;1;2012-04-01;2012;4;2;other
이상한 사람;john park;동백꽃 필 무렵 ost part.1;팬엔터테인먼트, 모스트콘텐츠;nhn벅스;0;0;0;0;False;6kPYe5eZHg7CWG1DENnJti;single;225666;False;0.381;0.659;0.524;0.0;0.14300000000000002;-5.154;0.0231;0.502;95.984;4mbvd7ZJ2goftjy1L33LiB;1;0;2;2019-10-01;2019;10;4;other
이상형;busker busker;버스커 버스커 1집;stone music entertainment;stone music entertainment;1;0;0;0;False;5BbAhtn8ajcdAf9m2pmZ9P;album;203948;False;0.228;0.617;0.867;0.0;0.22399999999999998;-3.795;0.111;0.861;164.878;6jgrgDBt1SbtNbc25sLaTH;0;0;2;2012-03-01;2012;3;1;other
이유;shin yong jae(4men);시크릿 가든 ost special;어치브그룹디엔;sony music;1;0;0;0;False;5sMk0MzscuhtBCLDhQjmkY;single;242526;False;0.759;0.4270000000000001;0.366;0.0;0.10800000000000001;-8.797;0.0324;0.226;132.268;2vdhPSjrEBmvSrqfSyQIIY;1;0;2;2010-12-01;2010;12;4;holiday
이제 그만 싸우자;huh gak-sep-jeong eunji (apink);`a cube` for season # sky blue;플레이엠엔터테인먼트;카카오 m;1;1;1;0;True;7H6h2rgc1bZo5Chkq7NmkO;single;263164;False;0.557;0.7709999999999999;0.588;0.0;0.35100000000000003;-6.857;0.0373;0.452;103.99;49vOeJAPxAz6YmVZPNM7ys-sep-3Y7kskm3Wc6XaVRHi9skaN;0;0;1;2014-07-01;2014;7;3;summer
이제 나만 믿어요;lim young woong;내일은 미스터트롯 우승자 특전곡;tv chosun, 쇼플레이;카카오 m;1;0;0;0;False;4zCcKPm03kHARVAiyzlDX8;single;242786;False;0.642;0.273;0.494;0.0;0.0996;-3.58;0.0344;0.26;189.142;75MOYjGEyyH5U4ZFHOPvxR;0;0;4;2020-04-01;2020;4;2;other
이제 날 안아요;block b;her;세븐시즌스 & stone music entertainment;stone music entertainment;0;0;0;0;False;3eIy0Nowc7uQneyfeeEpfv;single;208248;False;0.5429999999999999;0.525;0.4970000000000001;0.0;0.135;-4.476;0.0266;0.27399999999999997;129.844;4RnezwRV7VBJUCI1S0AE5u;0;0;1;2014-07-01;2014;7;3;summer
이젠 그랬으면 좋겠네 (조용필);lena park;`나는 가수다` 경연 3-1 (내가 부르고싶은 남의노래);아이엠비씨;카카오 m;1;1;0;0;False;0UXXJZvjo4UpEcPDBS4Wcd;compilation;302224;False;0.825;0.382;0.318;0.0;0.7809999999999999;-8.118;0.0336;0.297;129.041;7MNyflLAWpaH0EPw1fdORD;0;1;1;2011-05-01;2011;5;2;other
이젠 남 (feat. vibe of 류재현);noblesse;이젠 남;chic entertainment;sony music;0;0;0;0;True;29ZyIimb5foegtZLGGJaQ6;single;225384;False;0.294;0.733;0.9329999999999999;4.2e-05;0.128;-3.242;0.1;0.696;109.991;5rfwnhBzgAxeW2jwFttlDG;0;0;1;2010-08-01;2010;8;3;summer
이젠 아니야;beast;이젠 아니야;큐브엔터테인먼트;universal music;1;1;0;0;False;0kszkrybUGG6HVEkvyZBNS;single;239464;False;0.0458;0.61;0.5870000000000001;0.0;0.0811;-4.633;0.0548;0.8190000000000001;154.75799999999995;1Pr9gT0veB2tgcisQeIGoC;0;0;1;2014-06-01;2014;6;2;summer
이젠 잊기로 해요;yeo eun (melody day);응답하라 1988 ost part 10;stone music entertainment, 쿵엔터테인먼트;stone music entertainment;1;0;0;0;False;2OxodYBzYASr0HuDrRJAWD;compilation;234555;False;0.384;0.556;0.765;2.8899999999999998e-05;0.0804;-3.0989999999999998;0.0297;0.298;97.01899999999999;3RRIgvkSKx1gbtkJJpUeia;1;0;1;2016-01-01;2016;1;1;holiday
이태원 프리덤 (with jyp);uv;이태원 프리덤 (digital single);코엔스타즈;stone music entertainment;1;0;0;0;False;5dSC8Aq8Ik3ypxyYk61O6n;single;306461;False;0.044000000000000004;0.804;0.856;2.75e-06;0.09;-3.6839999999999997;0.155;0.5760000000000001;129.984;5M7KE2pbTmSQL32wD4sTG9;0;0;1;2011-04-01;2011;4;2;other
이해;yang da il;이해;브랜뉴뮤직;카카오 m;0;0;0;0;False;3J1SWo1MyGSR6dwjv1jdlT;single;281880;False;0.591;0.591;0.308;0.0;0.353;-6.157;0.0316;0.187;100.465;5DnjOSzLCfn4hDbLECq8pt;0;0;1;2020-05-01;2020;5;2;other
인공잔디;akmu;play;yg entertainment;지니뮤직;1;0;0;0;False;4rWNW1MU4SGIE4tmN2pZm6;album;225911;False;0.226;0.7290000000000001;0.6940000000000001;0.0;0.675;-5.294;0.0358;0.78;111.999;6OwKE9Ez6ALxpTaKcT5ayv;0;0;1;2014-04-01;2014;4;2;other
인기 (feat. 송가인, 챈슬러);mc mong-sep-chancellor-sep-song ga in;channel 8;밀리언마켓;dreamus;1;1;1;0;True;7kO7LUUD62gJoL8CqywSiA;album;241920;False;0.168;0.7120000000000001;0.867;0.0;0.485;-2.576;0.0633;0.5820000000000001;110.009;6gEWl778wJTkq4Uk5eBvgD-sep-0u06YeydlBk3awnk5KgdBx-sep-5t5zmsIdTDRqDeI17tilpd;0;0;4;2019-10-01;2019;10;4;other
인사;melomance;인사;민트페이퍼, 광합성;카카오 m;1;0;0;0;False;6AoISiNZ4ibepHHkBGHvNH;single;221333;False;0.674;0.521;0.429;0.0;0.185;-6.02;0.0273;0.33399999999999996;85.072;6k4r73Wq8nhkCDoUsECL1e;0;0;3;2019-07-01;2019;7;3;summer
인형;코케;shin hye sung - once again #2;라이브웍스컴퍼니;stone music entertainment;0;0;0;0;True;0dmAvnDVOoQi7rHoXusgcH;single;288232;False;0.7509999999999999;0.243;0.16;0.851;0.23600000000000002;-18.735;0.0631;0.0883;141.252;1QvkHRNfTvx3ZvQsjWahZN;0;0;1;2014-08-01;2014;8;3;summer
일 년째;zia;anemone;카카오 m;카카오 m;1;0;0;0;False;5HbNqGcKGX4aMHLphQQixr;single;240039;False;0.6920000000000001;0.423;0.525;0.0;0.113;-5.32;0.0375;0.324;139.833;2vAxwTAH2OaInCfMxriCqk;0;0;1;2012-12-01;2012;12;4;holiday
