title;singer;album;producer;distributor;is_popular;num_times_top_10;num_times_top_5;num_times_top_1;is_collab;spotify_uri;album_type;duration_ms;explicit;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo;singer_id;is_ost;for_reality_tvshow;times_in_chart;first_time_in_chart_date;first_time_in_chart_year;first_time_in_chart_month;first_time_in_chart_quarter;first_time_in_chart_period
tonight;bigbang;빅뱅 미니앨범 4집;yg entertainment;지니뮤직;1;2;2;0;False;13EZgbFLB0FOQqhWhYf3qa;album;223786;False;0.0785;0.611;0.9;0.0;0.413;-2.57;0.0434;0.331;129.873;4Kxlr1PRlDKEB0ekOCyHgX;0;0;3;2011-02-01;2011;2;1;other
too late;coed school;something that is cheerful and fresh (...;코어컨텐츠미디어;stone music entertainment;0;0;0;0;False;4mnxOCUMkZi6NXQEAHamsk;album;195357;False;0.0368;0.6940000000000001;0.899;0.0;0.0511;-2.6;0.0708;0.313;135.034;6ZsTqFoNYY6cyRcKnvOu3A;0;0;1;2010-11-01;2010;11;4;holiday
too love;xia;성균관 스캔들 ost;래몽래인;warner music;0;0;0;0;False;2PeilmZZvTBTOuKXud2v3z;compilation;222826;False;0.526;0.498;0.6459999999999999;0.0;0.057999999999999996;-4.757;0.0372;0.391;147.812;0ZHbYuRbvC4tWW0iOdybwi;1;0;1;2010-10-01;2010;10;4;other
top girl;g.na;top girl (ep);큐브엔터테인먼트;universal music;1;0;0;0;False;6foONmKDUYdw59MWmJraYT;single;206195;False;0.156;0.7090000000000001;0.91;0.0;0.034;-1.9480000000000002;0.0613;0.8340000000000001;133.556;3hzcooxMtbApMTvvn6XKVA;0;0;2;2011-08-01;2011;8;3;summer
top secret;girls' generation;`the boys` the 3rd album;sm entertainment;sm entertainment;0;0;0;0;False;07DsSIhTyQo3EG6JYSljRx;album;177093;False;0.0363;0.7659999999999999;0.8;1.5399999999999998e-05;0.10300000000000001;-3.807;0.0358;0.838;124.991;0Sadg1vgvaPqGTOjxu0N6c;0;0;1;2011-10-01;2011;10;4;other
touch;miss a;touch;aq entertainment & jyp entertainment;지니뮤직;1;2;0;0;False;5YnA5clAQsv80dAp8iqSrG;single;237348;False;0.00886;0.836;0.794;0.000144;0.34700000000000003;-4.481;0.0301;0.847;116.98899999999999;1BEohdSWSBggmO979tzRwW;0;0;2;2012-02-01;2012;2;1;other
touch love;yoon mirae;주군의 태양 ost part 4;본 팩토리 & 로엔엔터테인먼트;카카오 m;1;1;1;1;False;6PcIhmkHS2uzZrIteOGOO7;compilation;245386;False;0.6;0.621;0.532;0.0;0.209;-4.21;0.0302;0.373;164.06599999999997;1Do4bSzfUl0KWL9r1fITu0;1;0;3;2013-08-01;2013;8;3;summer
touch my body;sistar;touch & move;스타쉽엔터테인먼트;카카오 m;1;2;1;0;False;5crARIrvoMiMf2AdlD78WN;single;206500;False;0.0437;0.633;0.915;0.0;0.107;-2.347;0.106;0.622;128.033;2wTLheTmMcFCA4hdY8hZJP;0;0;2;2014-07-01;2014;7;3;summer
tough cookie (feat. don mills);zico-sep-don mills;tough cookie;세븐시즌스;stone music entertainment;1;0;0;0;True;6dZZ552YUtkuUFeVKbGLsx;single;255744;True;0.128;0.654;0.868;0.0;0.361;-4.14;0.386;0.787;79.946;4XpUIb8uuNlIWVKmgKZXC0-sep-6bIsFWNkjQvSm5P4rqlxKn;0;0;1;2014-11-01;2014;11;4;holiday
toy;block b;blooming period;세븐시즌스 & stone music entertainment;stone music entertainment;1;1;0;0;False;0yD2ihr9ZseEZQXQcz6y61;single;206467;False;0.0441;0.6409999999999999;0.618;0.0;0.0534;-5.397;0.0949;0.39299999999999996;90.10700000000001;4RnezwRV7VBJUCI1S0AE5u;0;0;2;2016-04-01;2016;4;2;other
trap;swings-sep-sung eun yoo;마이 시크릿 호텔 ost part 3;stone music entertainment;stone music entertainment;0;0;0;0;True;3A7YBgbt0fIMr7cgwlbh85;single;235086;False;0.10400000000000001;0.479;0.885;0.0;0.321;-3.062;0.23;0.38799999999999996;81.156;6F5tPDq3TIduDv2ki6O1Oq-sep-5aoffDRNcWQSOoZPZ8fbTf;1;0;1;2014-09-01;2014;9;3;other
trick;girls' generation;`the boys` the 3rd album;sm entertainment;sm entertainment;0;0;0;0;False;13q2CNVJBB9bzrE5mEJ5fY;album;195546;False;0.0818;0.667;0.8909999999999999;0.0;0.049;-2.908;0.0349;0.871;132.02;0Sadg1vgvaPqGTOjxu0N6c;0;0;1;2011-10-01;2011;10;4;other
trivia 承 _ love;bts;love yourself 結 `answer`;빅히트 엔터테인먼트;dreamus;0;0;0;0;False;6aHCXTCkPiB4zgXKpB7BHS;album;225697;False;0.24600000000000002;0.7609999999999999;0.7609999999999999;0.0;0.10300000000000001;-5.721;0.0897;0.483;121.97200000000001;3Nrfpe0tUJi4K4DXYWgMUX;0;0;1;2018-09-01;2018;9;3;other
trivia 起 _ just dance;bts;love yourself 結 `answer`;빅히트 엔터테인먼트;dreamus;0;0;0;0;False;0usLRFLmYXYahKNgXxsuJc;album;225220;False;0.0907;0.723;0.9059999999999999;0.0;0.0771;-4.7780000000000005;0.27899999999999997;0.39799999999999996;125.01899999999999;3Nrfpe0tUJi4K4DXYWgMUX;0;0;1;2018-09-01;2018;9;3;other
trivia 轉 _ seesaw;bts;love yourself 結 `answer`;빅히트 엔터테인먼트;dreamus;0;0;0;0;False;1ZPpGPko8oULTmi34rozMh;album;246334;False;0.18100000000000002;0.7070000000000001;0.7909999999999999;0.0;0.102;-4.481;0.035;0.6779999999999999;106.985;3Nrfpe0tUJi4K4DXYWgMUX;0;0;2;2018-10-01;2018;10;4;other
trouble maker;trouble maker;trouble maker;큐브엔터테인먼트;universal music;1;2;1;0;False;0RP3Qjp1QhIjhtG7gYoBqn;single;219637;False;0.0826;0.838;0.805;3.77e-06;0.0778;-2.7230000000000003;0.0541;0.9520000000000001;115.02600000000001;0ztjVBmFk6OuHq6XBBwMI9;0;0;2;2011-12-01;2011;12;4;holiday
turn it up;t.o.p.;gd & top 정규앨범 1집;yg entertainment;stone music entertainment;1;0;0;0;False;212R25zYwe4vdyjpsDJYcK;single;212509;False;0.0364;0.8220000000000001;0.6729999999999999;1.6e-06;0.0937;-3.407;0.153;0.364;176.046;4yiB30K5scGkjmAgHGIH8Y;0;0;2;2010-06-01;2010;6;2;summer
twilight;wanna one;1-1=0 (nothing without you);ymc엔터테인먼트, stone music entertainment;stone music entertainment;0;0;0;0;False;0hl0hYDZevfkFPefyX3BaA;album;194159;False;0.0799;0.6;0.898;0.0;0.0777;-3.398;0.0649;0.379;128.05;2CvaqAMMsX576VBehaJ0Wx;0;0;1;2017-12-01;2017;12;4;holiday
twinkle;girls' generation-tts;`twinkle` mini album;sm entertainment;지니뮤직;1;1;1;1;False;6LeH7ExfGkYevlBGHiqRyf;album;206731;False;0.239;0.809;0.883;0.0;0.29600000000000004;-2.1;0.0498;0.9620000000000001;110.03399999999999;7AKHnZVqwXYuUwWJ8UGL5q;0;0;2;2012-05-01;2012;5;2;other
u;4men;you;ywho & 해피페이스 ent.;sony music;1;1;0;0;False;16BCTEBeyMOKCCHgkSdr0E;album;224973;False;0.7190000000000001;0.374;0.537;0.0;0.0661;-6.202999999999999;0.0398;0.365;53.75;7oFIkpNpLrTBgZW6w55W1J;0;0;1;2010-09-01;2010;9;3;other
u & i;ailee;a`s doll house;ymc엔터테인먼트;nhn벅스;1;1;1;0;False;1wKOJ2fTflDiABy1EbFflM;single;194712;False;0.0346;0.65;0.877;0.0;0.33399999999999996;-1.9180000000000001;0.0398;0.9059999999999999;107.87799999999999;3uGFTJ7JMllvhgGpumieHF;0;0;2;2013-07-01;2013;7;3;summer
u & i (with crush & 빈지노);toy-sep-crush-sep-beenzino;da capo;안테나뮤직;stone music entertainment;1;0;0;0;True;2d3Fu30T8Ft5owC1dbUpOL;album;267931;False;0.377;0.7440000000000001;0.693;0.0;0.106;-6.525;0.0367;0.636;96.024;7sS12h1hMwOqXiB5vYdlu8-sep-6aLdhHUqgdKE86xbtNmY8g-sep-7IrDIIq3j04exsiF3Z7CPg;0;0;1;2014-11-01;2014;11;4;holiday
u got it;got u;produce x 101 - 31 boys 5 concepts;stone music entertainment;지니뮤직;1;0;0;0;False;0T8N2JbOvBjwoMH5XlxhkW;single;188520;False;0.298;0.519;0.8109999999999999;0.0;0.203;-3.075;0.159;0.603;179.919;1RIh3aczBZD0MaLuhh5dMm;0;1;1;2019-07-01;2019;7;3;summer
u r;taeyeon;i - the 1st mini album;sm entertainment;지니뮤직;1;1;0;0;False;2DlBwbXR5mA8qhTuTMh6eZ;album;274059;False;0.792;0.322;0.366;0.0;0.11900000000000001;-5.479;0.0329;0.33;135.946;3qNVuliS40BLgXGxhdBdqu;0;0;1;2015-10-01;2015;10;4;other
u you;apink;secret garden;플레이엠엔터테인먼트;stone music entertainment;0;0;0;0;False;5L7l7SKLTqrPGkCc8XkU1y;single;205680;False;0.0718;0.7559999999999999;0.868;0.00013700000000000002;0.0637;-3.742;0.0476;0.5;96.95299999999999;2uWcrwgWmZcQc3IPBs3tfU;0;0;1;2013-07-01;2013;7;3;summer
uncommitted;xia;uncommitted;씨제스엔터테인먼트;에이앤지모즈;0;0;0;0;False;2r30fO2I9pB1n3oja8OUbo;single;219423;False;0.439;0.684;0.804;0.0;0.0999;-3.6889999999999996;0.0445;0.758;134.043;0ZHbYuRbvC4tWW0iOdybwi;0;0;1;2012-08-01;2012;8;3;summer
uuu;jung in;rare;리쌍컴퍼니;카카오 m;0;0;0;0;False;0HxIQmypCZTS7yN8Ns9V4S;single;266070;False;0.85;0.392;0.469;0.000312;0.11199999999999999;-4.789;0.0312;0.163;148.28;0CO7rEbHBtpqgY9QPYJgPM;0;0;1;2016-02-01;2016;2;1;other
ugly;2ne1;2ne1 2nd mini album;yg entertainment;지니뮤직;1;1;1;0;False;11UlvFPYzGXfxtrGmPxb55;album;248710;False;0.196;0.653;0.852;0.0;0.212;-2.7460000000000004;0.0782;0.518;127.96600000000001;1l0mKo96Jh9HVYONcRl3Yp;0;0;3;2011-07-01;2011;7;3;summer
uh-oh;(g)i-dle;uh-oh;큐브엔터테인먼트;카카오 m;1;0;0;0;False;1OBb2wZMXKNmtdyyejLIyL;single;207600;False;0.0586;0.7809999999999999;0.8140000000000001;0.0;0.11800000000000001;-3.315;0.0648;0.782;92.037;2AfmfGFbe0A0WsTYm0SDTx;0;0;1;2019-07-01;2019;7;3;summer
universe;exo;universe - 겨울 스페셜 앨범, 2017;sm entertainment;지니뮤직;1;0;0;0;False;5ptViFrfoKdGPTdd9oQCwr;single;264365;False;0.603;0.38;0.439;0.0;0.133;-5.529;0.0314;0.146;139.805;3cjEqqelV9zb4BYE3qDQ4O;0;0;1;2018-01-01;2018;1;1;holiday
up;epik high-sep-park bom;7집 99;yg entertainment;지니뮤직;1;0;0;0;True;4Sg70hPGA5zrbAhFYycOXN;album;221123;False;0.0265;0.745;0.9;0.0;0.32;-3.9339999999999997;0.0534;0.568;127.98899999999999;5snNHNlYT2UrtZo5HCJkiw-sep-3uHb6dRazmcaT15bMexUtt;0;0;1;2012-10-01;2012;10;4;other
up all night (feat. mayson the soul);beenzino-sep-mayson the soul;up all night;illionaire records;stone music entertainment;0;0;0;0;True;0G4az7BOM6RbCKudrhbCoU;single;271553;True;0.113;0.655;0.68;0.0;0.223;-6.893;0.0499;0.589;147.974;7IrDIIq3j04exsiF3Z7CPg-sep-6cbHT70yhbyGwTQKJOH2iY;0;0;1;2014-07-01;2014;7;3;summer
venus;shinhwa;10집 the return;신화컴퍼니;stone music entertainment;1;0;0;0;False;7FV7Ng7Oj3ToGGlxvIjPtF;album;217171;False;0.0784;0.7120000000000001;0.8809999999999999;3.38e-06;0.215;-5.362;0.036000000000000004;0.821;125.992;0jVvkFPa6YbFXQ3Qmhita0;0;0;2;2012-03-01;2012;3;1;other
venus;hellovenus;1st mini album `venus`;트라이셀미디어;nhn벅스;0;0;0;0;False;16ZeZxGqGkBqCSbmdxWWla;album;178106;False;0.045;0.66;0.94;0.0;0.285;-1.0170000000000001;0.162;0.67;146.061;3TW9U1f93tpGBsEtCSf7JG;0;0;1;2012-06-01;2012;6;2;summer
very good;block b;very good;세븐시즌스 & stone music entertainment;stone music entertainment;1;1;0;0;False;51tTndblt6ycaAonSkrmov;single;200000;False;0.0116;0.6509999999999999;0.9109999999999999;0.0;0.22899999999999998;-1.8869999999999998;0.0563;0.7879999999999999;135.99200000000002;4RnezwRV7VBJUCI1S0AE5u;0;0;1;2013-10-01;2013;10;4;other
view;shinee;odd - the 4th album;sm entertainment;지니뮤직;1;2;1;0;False;46E1ic6n099e76t5J1TbHn;album;190821;False;0.04;0.728;0.8009999999999999;0.0;0.0415;-4.428;0.0439;0.6559999999999999;123.95299999999999;2hRQKC0gqlZGPrmUKbcchR;0;0;2;2015-05-01;2015;5;2;other
viva청춘;dickpunks;viva primavera;tnc컴퍼니;sony music;0;0;0;0;False;02gGgznOIseKLM5s8HlJl9;single;239920;False;0.275;0.7190000000000001;0.633;0.0;0.542;-4.365;0.0311;0.591;120.056;2g1DmQlx7A9z1ctK0dNlen;0;0;1;2013-04-01;2013;4;2;other
volume up;4minute;volume up;큐브엔터테인먼트;universal music;1;1;0;0;False;2RKgRT8O8K3DXfsGfnbNWx;single;230008;False;0.013999999999999999;0.6409999999999999;0.877;0.000131;0.0792;-2.7260000000000004;0.0337;0.45399999999999996;130.045;6cdC1cwqh3eJAXaxXJt2jv;0;0;2;2012-04-01;2012;4;2;other
wannabe;itzy;it`z me;jyp entertainment;dreamus;1;1;0;0;False;6tCssnvTUREcperDOUTqvA;album;191242;False;0.00795;0.809;0.9109999999999999;0.00017900000000000001;0.18100000000000002;-4.41;0.0617;0.64;122.035;2KC9Qb60EaY0kW4eH68vr3;0;0;4;2020-03-01;2020;3;1;other
we like 2 party;bigbang;a;yg entertainment;지니뮤직;1;1;1;0;False;4mXEyvBmSPjS0SywQWWiwe;album;195578;False;0.0142;0.6920000000000001;0.912;0.0;0.348;-3.323;0.297;0.682;89.963;4Kxlr1PRlDKEB0ekOCyHgX;0;0;2;2015-06-01;2015;6;2;summer
wee woo;pristin;the 1st mini album `hi! pristin`;플레디스;카카오 m;0;0;0;0;False;23XXMK9SQBFwndnbgbcMPa;album;192830;False;0.0895;0.8340000000000001;0.917;0.000167;0.0532;-2.838;0.0982;0.6990000000000001;129.981;6VAphrHp0Oc88qg9BDaH9D;0;0;1;2017-04-01;2017;4;2;other
welcome back;ikon;welcome back;yg entertainment;지니뮤직;0;0;0;0;False;0BmAtZtbVvG4TWpS6MIKg3;single;213472;False;0.248;0.797;0.6759999999999999;0.0;0.222;-4.754;0.0998;0.8909999999999999;95.01700000000001;5qRSs6mvI17zrkJpOHkCoM;0;0;1;2015-10-01;2015;10;4;other
where you at;nu'est w;w, here;플레디스;stone music entertainment;1;0;0;0;False;5XRyYK3HZKDxXPCilFFMWN;single;190398;False;0.5;0.61;0.7879999999999999;0.0;0.23800000000000002;-3.8569999999999998;0.0625;0.51;142.75;0gdWU9IX6LIiuPvXh95pas;0;0;1;2017-10-01;2017;10;4;other
winter flower(雪中梅) (feat.rm);younha-sep-rm;unstable mindset;c9엔터테인먼트;카카오 m;0;0;0;0;True;4Eefey3uN90Abhbr47zKmC;single;221133;False;0.11800000000000001;0.564;0.7959999999999999;0.0;0.0938;-3.698;0.0737;0.24100000000000002;95.946;6GwM5CHqhWXzG3l5kzRSAS-sep-2auC28zjQyVTsiZKNgPRGs;0;0;1;2020-02-01;2020;2;1;other
wait;exo;love shot - the 5th album repackage;sm entertainment;dreamus;0;0;0;0;False;1gyhtYG9OWOZvhZzDVF6lq;album;248768;False;0.8290000000000001;0.47700000000000004;0.237;0.0;0.107;-10.255999999999998;0.0438;0.36200000000000004;74.207;3cjEqqelV9zb4BYE3qDQ4O;0;0;1;2019-02-01;2019;2;1;other
wait a minute;girls' generation;the 4th mini album “mr.mr.”;sm entertainment;지니뮤직;0;0;0;0;False;0F6LUUpLGKK3JR7yD7nJcT;album;204927;False;0.0696;0.654;0.895;4.28e-05;0.0653;-3.4539999999999997;0.0533;0.929;133.998;0Sadg1vgvaPqGTOjxu0N6c;0;0;1;2014-02-01;2014;2;1;other
walkin` in the rain;block b;blooming period;세븐시즌스 & stone music entertainment;stone music entertainment;0;0;0;0;False;5MGU5GyAUhxA94vrtIHsXH;single;215687;False;0.29100000000000004;0.556;0.695;0.0;0.256;-5.042;0.145;0.7290000000000001;203.83599999999998;4RnezwRV7VBJUCI1S0AE5u;0;0;1;2016-05-01;2016;5;2;other
wanna be (my baby);wanna one;1x1=1(to be one);ymc엔터테인먼트, stone music entertainment;stone music entertainment;1;0;0;0;False;0l9z57xdLEbHvddoFspLyC;album;201107;False;0.0578;0.73;0.895;0.0;0.11;-3.592;0.276;0.8340000000000001;105.98899999999999;2CvaqAMMsX576VBehaJ0Wx;0;0;1;2017-08-01;2017;8;3;summer
warrior;b.a.p;warrior;ts엔터테인먼트;카카오 m;0;0;0;0;False;2ea6sjQigPzIp8cUXUxY1y;album;246706;False;0.0245;0.706;0.903;3.31e-06;0.0954;-3.1060000000000003;0.0996;0.34299999999999997;105.325;6kxCoNfY6U1eP0Yc88phvk;0;0;1;2012-02-01;2012;2;1;other
wash away (feat. 에일리);geeks;1집 backpack;wa엔터테인먼트, 그랜드라인엔터테인먼트;지니뮤직;1;1;0;0;True;6j4gv49krhoB9BUkNlJczi;album;250514;False;0.40399999999999997;0.61;0.5820000000000001;3.3e-06;0.302;-4.9460000000000015;0.0322;0.095;119.99600000000001;5VxfguafjfSdJcN10ACVZe;0;0;1;2013-05-01;2013;5;2;other
watch out!!;ze:a;exciting (special single);스타제국;지니뮤직;0;0;0;0;False;7xmjfwB7axQBD9QLxOFLz5;single;190573;False;0.0285;0.695;0.919;0.0;0.0923;-3.221;0.0519;0.634;124.016;6lGfLCig2b5mvDTtsPSrb0;0;0;1;2011-07-01;2011;7;3;summer
way back home;shaun-sep-conor maynard-sep-sam feldt;take;디씨톰엔터테인먼트;warner music;1;4;3;1;True;1ZLrDPgR7mvuTco3rQK8Pk;single;192452;False;0.26899999999999996;0.737;0.747;0.0;0.21899999999999997;-4.8180000000000005;0.0323;0.447;105.943;72nLe76yBFSlP6VBzME358-sep-6mU8ucezzms5I2kNH6HNlu-sep-20gsENnposVs2I4rQ5kvrf;0;0;14;2018-07-01;2018;7;3;summer
we all lie;hajin;sky 캐슬 ost part.4;jtbc콘텐트허브;warner music;1;0;0;0;False;1hir0UzFIPXFZs2TJS75u3;single;195764;False;0.0357;0.5710000000000001;0.722;0.00162;0.185;-5.092;0.0252;0.188;96.02;7KZnYmjUlqcJ8Hozbg64Lu;1;0;2;2019-01-01;2019;1;1;holiday
we don`t talk together (feat. 기리보이) (p...;heize-sep-giriboy;we don`t talk together;stone music entertainment, studio blu;지니뮤직;1;0;0;0;True;77dcmf2tTedc3BuOPF13Ma;single;199215;False;0.039;0.64;0.7340000000000001;0.0;0.33299999999999996;-4.67;0.0381;0.308;97.86200000000001;5dCvSnVduaFleCnyy98JMo-sep-2MtHuR0W2idZdF7x4wddqq;0;0;2;2019-07-01;2019;7;3;summer
well done (feat. ja mezz);zico-sep-ja mezz;well done;세븐시즌스;stone music entertainment;1;0;0;0;True;1vhU0Ry3AoTEUoJoOi2Gu3;single;256072;False;0.0309;0.747;0.8909999999999999;0.0;0.133;-5.176;0.309;0.647;88.074;4XpUIb8uuNlIWVKmgKZXC0-sep-1q1Fe4tXiu1Weq4U0uhqPi;0;0;1;2015-02-01;2015;2;1;other
what i want for christmas;exo;for life - 겨울 스페셜 앨범, 2016;sm entertainment;지니뮤직;0;0;0;0;False;6LYw9XyG9AQSQF178FKjIO;single;202058;False;0.41700000000000004;0.327;0.527;0.0;0.36200000000000004;-4.485;0.0522;0.142;189.05200000000002;3cjEqqelV9zb4BYE3qDQ4O;0;0;1;2016-12-01;2016;12;4;holiday
what is right;bigbang;빅뱅 미니앨범 4집;yg entertainment;지니뮤직;1;0;0;0;False;77MzDUwkK8mgT9C07GMadx;single;224320;False;0.235;0.795;0.89;0.0;0.204;-2.779;0.0367;0.737;126.037;4Kxlr1PRlDKEB0ekOCyHgX;0;0;2;2011-02-01;2011;2;1;other
what u do?;exo;the war - the 4th album;sm entertainment;지니뮤직;0;0;0;0;False;5NB0u5gWcwH1D6y3euVSKI;album;221349;False;0.00773;0.526;0.828;0.0;0.29600000000000004;-3.82;0.14300000000000002;0.6629999999999999;110.182;3cjEqqelV9zb4BYE3qDQ4O;0;0;1;2017-08-01;2017;8;3;summer
what a life;exo-sc;what a life - the 1st mini album;sm entertainment;dreamus;0;0;0;0;False;3TfLZodlQ1TzNpdrc4KXR5;album;203866;False;0.301;0.862;0.782;0.0;0.14300000000000002;-3.8110000000000004;0.125;0.847;135.029;6741jcSlgsv0M3B4ruIPS5;0;0;1;2019-08-01;2019;8;3;summer
what could i do (feat. 범키);mc mong;miss me or diss me;드림티 엔터테인먼트;카카오 m;1;0;0;0;True;1TtDARKFEtASix38cc9Ft7;album;222845;False;0.42100000000000004;0.738;0.6559999999999999;0.0;0.0884;-6.5920000000000005;0.0888;0.693;79.987;6gEWl778wJTkq4Uk5eBvgD;0;0;1;2014-11-01;2014;11;4;holiday
what is love?;twice;what is love?;jyp entertainment;dreamus;1;2;2;0;False;1IX47gefluXmKX4PrTBCRM;album;208240;False;0.0988;0.574;0.909;0.0;0.264;-1.5719999999999998;0.0655;0.565;169.96400000000003;7n2Ycct7Beij7Dj7meI4X0;0;0;4;2018-04-01;2018;4;2;other
whatever (feat. 민아 of 걸스데이);mc mong;miss me or diss me;드림티 엔터테인먼트;카카오 m;1;0;0;0;True;2wWmyBiHG6borXcaxR5ggM;album;210635;False;0.261;0.82;0.867;0.0;0.585;-4.185;0.13;0.78;115.001;6gEWl778wJTkq4Uk5eBvgD;0;0;1;2014-11-01;2014;11;4;holiday
whatta man (good man);i.o.i;whatta man;ymc엔터테인먼트;카카오 m;1;1;0;0;False;754PhkDUWZUkHbM7zfiLKm;single;193604;False;0.0063;0.5589999999999999;0.9359999999999999;3.85e-05;0.457;-2.254;0.0931;0.696;150.065;6RKnXXyprPjhBdCvL802Ku;0;0;1;2016-08-01;2016;8;3;summer
when we disco (duet with 선미);j.y. park-sep-sunmi;when we disco;jyp entertainment;dreamus;1;0;0;0;True;6t9nnPyEZfjcn1aLJ4l9AK;single;224387;False;0.00283;0.6779999999999999;0.912;0.0;0.319;-3.45;0.0293;0.6920000000000001;131.947;1TTx0YcbKUtJIZY1HEnh9B-sep-6MoXcK2GyGg7FIyxPU5yW6;0;0;1;2020-08-01;2020;8;3;summer
white day;girl's day;white day;드림티 엔터테인먼트;카카오 m;0;0;0;0;False;6PoIQr8OPTd3DhZLldj4k4;album;188973;False;0.494;0.6729999999999999;0.685;2.3e-05;0.0882;-4.987;0.0331;0.688;90.065;13kJgvU22LHMsJtGWLmx7W;0;0;1;2013-02-01;2013;2;1;other
white forever;mblaq;white forever (digital single);j.tune camp;stone music entertainment;0;0;0;0;False;5OIqV3l44nJhuitWStEtVQ;single;219886;False;0.10099999999999999;0.78;0.924;0.0;0.0927;-4.746;0.0543;0.693;122.98299999999999;14f1WN9TUDVBK4sHUStmLG;0;0;1;2011-12-01;2011;12;4;holiday
who am i (feat. 유희열, 정재형);uv-sep-yoo hee yeol-sep-jung jae hyung;who am i;락스미스바이쇼쇼타입;stone music entertainment;1;0;0;0;True;467nbnVEB1tqITrHZnSzv1;single;270500;False;0.20600000000000002;0.62;0.425;1.9699999999999998e-05;0.0684;-5.04;0.0271;0.596;77.031;5M7KE2pbTmSQL32wD4sTG9-sep-2rxaPm64L8ubb3mK3nnlDN-sep-2eHhj2YwHmrFN7zGaDaVHl;0;0;1;2011-09-01;2011;9;3;other
who are you (feat. 개코);boa-sep-gaeko;kiss my lips - the 8th album;sm entertainment;지니뮤직;1;1;0;0;True;5NonMh25FGFcP3flxU64sa;album;223721;False;0.193;0.738;0.902;0.0;0.214;-2.362;0.0559;0.826;105.00299999999999;4muJrGMndyYWqZtfk8OWy4-sep-0tkHE1pQ5ZCgQb8WZ0ba79;0;0;1;2015-05-01;2015;5;2;other
who are you;sam kim;도깨비 ost part 6;stone music entertainment, 화앤담픽쳐스;stone music entertainment;1;0;0;0;False;7gAgHVs7BS5x6E03NJVi5M;single;255463;False;0.8029999999999999;0.46299999999999997;0.449;6.99e-06;0.124;-5.992999999999999;0.0293;0.23;131.751;4BBN286rBKyCWsSPq2cxYO;1;0;2;2017-01-01;2017;1;1;holiday
why;taeyeon;why- the 2nd mini album;sm entertainment;지니뮤직;1;0;0;0;False;4eiPbjcTEJDQcsv7WV0vfD;album;207777;False;0.0702;0.615;0.879;0.0;0.0581;-3.275;0.0377;0.315;105.02600000000001;3qNVuliS40BLgXGxhdBdqu;0;0;1;2016-07-01;2016;7;3;summer
why don`t you know (feat. 넉살);chung ha-sep-nucksal;hands on me;mnh entertainment;stone music entertainment;1;0;0;0;True;7BiaLnXa10sBpBEcFfm4PP;single;198420;False;0.322;0.7020000000000001;0.922;0.0;0.3670000000000001;-0.961;0.146;0.619;100.03200000000001;2PSJ6YriU7JsFucxACpU7Y-sep-6v5cGuRCZKq08nLI4WXJuB;0;0;2;2017-06-01;2017;6;2;summer
why so lonely;wonder girls;why so lonely;jyp entertainment;지니뮤직;1;2;2;1;False;3mKK73NhylzXdHV4qZGxI4;single;206706;False;0.111;0.634;0.726;0.0;0.111;-5.086;0.133;0.809;155.161;3Cv2vi3WTl8VZOTdrBkKdM;0;0;3;2016-07-01;2016;7;3;summer
why so serious?;shinee;shinee the 3rd album chapter 2. `why s...;sm entertainment;지니뮤직;0;0;0;0;False;6LgRAevtPVeJGNoF2ZAQeI;album;219600;False;0.111;0.654;0.965;0.0;0.16899999999999998;-1.4669999999999999;0.0663;0.6409999999999999;110.03;2hRQKC0gqlZGPrmUKbcchR;0;0;1;2013-04-01;2013;4;2;other
wild and young;kang seung yoon;wild and young;yg entertainment;지니뮤직;0;0;0;0;False;5nMnNQKWN75YAdgmyqLgQt;single;226511;False;0.0138;0.691;0.924;0.0;0.5589999999999999;-1.4969999999999999;0.0376;0.6729999999999999;119.969;2Ip3x4XtEEhlGg8qI146jL;0;0;1;2013-08-01;2013;8;3;summer
wind flower;mamamoo;"blue;s";rbw;카카오 m;1;0;0;0;False;2qwyjoSsSr3M7HTt611Q5O;single;236816;False;0.6559999999999999;0.735;0.795;0.0;0.0665;-2.918;0.0518;0.825;113.988;0XATRDCYuuGhk0oE7C0o5G;0;0;1;2018-12-01;2018;12;4;holiday
wine;taeyeon;purpose - the 2nd album;sm entertainment;dreamus;0;0;0;0;False;2Bgjj3t5bOh34DfENfgyUY;album;237265;False;0.5670000000000001;0.5870000000000001;0.53;1.24e-06;0.11699999999999999;-6.005;0.034;0.3670000000000001;72.02199999999998;3qNVuliS40BLgXGxhdBdqu;0;0;1;2019-11-01;2019;11;4;holiday
winter heat;exo;for life - 겨울 스페셜 앨범, 2016;sm entertainment;지니뮤직;0;0;0;0;False;6scVKMrtlTKGTGVdgyftaa;single;215810;False;0.191;0.753;0.851;0.0;0.136;-3.693;0.0497;0.516;121.971;3cjEqqelV9zb4BYE3qDQ4O;0;0;1;2016-12-01;2016;12;4;holiday
winter is coming;han suji;도깨비 ost part 11;stone music entertainment, 화앤담픽쳐스;stone music entertainment;0;0;0;0;False;2G7Yhm39tAHvFmcrM8ghTP;single;150538;False;0.965;0.298;0.46299999999999997;0.11900000000000001;0.145;-5.94;0.028999999999999998;0.218;147.19799999999995;3QKm0ZXXUBD9Gc3PUo2mor;1;0;1;2017-01-01;2017;1;1;holiday
